id,fips_code,state,cemetery,county_name,graveid,birth_year,birth_month,death_year,death_month,reached_age,female,stone_type,persons_ingrave,floral,wheat,marriage_month,marriage_year,married,familyrole,military,patriotic,occupation,picture,nonrelig_symbol,verbal_nonrelig,verbal_love,othersecular,bible,fish,dove,praying,cross,lamb,angel,verbal_relig,other_religious
512,6113,CA,Marys Cemetery,Yolo,88464300,1918,6,2002,7,84.083336,1,1,2,0,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
513,6113,CA,Marys Cemetery,Yolo,120145401,1927,12,2007,8,79.666664,1,3,1,0,0,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
514,6113,CA,Marys Cemetery,Yolo,121453835,1914,12,2013,3,98.25,0,3,2,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
515,6113,CA,Marys Cemetery,Yolo,125421344,1934,3,2007,8,73.416664,0,1,2,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
516,6113,CA,Marys Cemetery,Yolo,91945750,1907,6,2001,10,94.333336,0,3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,6113,CA,Marys Cemetery,Yolo,125421603,1913,,2006,,93,1,3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,6113,CA,Marys Cemetery,Yolo,20011631,1918,6,2004,8,86.166664,1,3,2,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,6113,CA,Marys Cemetery,Yolo,118346299,1916,2,2006,7,90.416664,0,3,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,6113,CA,Marys Cemetery,Yolo,39092647,1990,5,2009,7,19.166666,0,3,1,0,0,,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
521,6113,CA,Marys Cemetery,Yolo,91897202,1938,8,2005,1,66.416664,0,3,2,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,6113,CA,Marys Cemetery,Yolo,121453179,1939,6,2011,10,72.333336,0,4,1,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
523,6113,CA,Marys Cemetery,Yolo,91352735,1921,2,2010,3,89.083336,1,3,2,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,6113,CA,Marys Cemetery,Yolo,92016432,1915,11,2005,2,89.25,1,3,2,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,6113,CA,Marys Cemetery,Yolo,92038637,1922,2,2003,5,81.25,0,3,2,0,0,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
526,6113,CA,Marys Cemetery,Yolo,107557816,1910,7,2002,2,91.583336,0,1,2,0,0,,,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
527,6113,CA,Marys Cemetery,Yolo,121452866,1935,7,2011,4,75.75,0,4,1,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
528,6113,CA,Marys Cemetery,Yolo,118348986,1942,8,2008,2,65.5,0,3,1,0,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
529,6113,CA,Marys Cemetery,Yolo,125419836,1926,6,2008,3,81.75,1,1,2,0,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
530,6113,CA,Marys Cemetery,Yolo,23027961,1907,2,2006,11,99.75,1,3,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,6113,CA,Marys Cemetery,Yolo,51041741,1917,8,2009,8,92,1,3,2,0,0,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
532,6113,CA,Marys Cemetery,Yolo,76408794,1923,8,2005,4,81.666664,1,1,1,0,0,,,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
533,6113,CA,Marys Cemetery,Yolo,92142708,1929,5,2002,1,72.666664,1,1,1,0,0,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
534,6113,CA,Marys Cemetery,Yolo,28351748,1917,8,2007,2,89.5,0,1,1,0,0,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
535,6113,CA,Marys Cemetery,Yolo,91658743,1921,1,2005,5,84.333336,1,3,3,0,0,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
536,6113,CA,Marys Cemetery,Yolo,91775223,1919,5,2000,12,81.583336,0,1,2,1,0,,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
537,6113,CA,Marys Cemetery,Yolo,92274313,1914,9,2007,12,93.25,1,3,2,0,0,7,1935,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,6113,CA,Marys Cemetery,Yolo,91604735,1917,11,2000,7,82.666664,1,3,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
539,6113,CA,Marys Cemetery,Yolo,92038997,1909,,2009,,100,1,1,2,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,6113,CA,Marys Cemetery,Yolo,115308070,1923,6,2007,4,83.833336,1,1,1,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
541,6113,CA,Marys Cemetery,Yolo,103292499,1912,11,2008,2,95.25,0,3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,6113,CA,Marys Cemetery,Yolo,92566357,1962,4,2004,3,41.916668,0,1,1,0,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
543,6113,CA,Marys Cemetery,Yolo,120235197,1923,10,2010,12,87.166664,1,3,1,0,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
544,6113,CA,Marys Cemetery,Yolo,119974003,1920,2,2010,5,90.25,1,3,2,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,6113,CA,Marys Cemetery,Yolo,119963933,1923,11,2008,6,84.583336,0,3,1,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
546,6113,CA,Marys Cemetery,Yolo,118332236,1932,9,2007,6,74.75,0,1,2,0,0,8,1963,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
547,6113,CA,Marys Cemetery,Yolo,88465917,1942,4,2007,5,65.083336,1,3,2,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
548,6113,CA,Marys Cemetery,Yolo,153044755,1945,11,2005,4,59.416668,1,3,1,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
549,6113,CA,Marys Cemetery,Yolo,149961107,1928,3,2012,12,84.75,1,3,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,6113,CA,Marys Cemetery,Yolo,125419836,1926,5,2005,10,79.416664,0,1,2,0,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
551,6113,CA,Marys Cemetery,Yolo,28351762,1945,5,2005,2,59.75,0,1,1,0,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
552,6113,CA,Marys Cemetery,Yolo,91363272,1911,12,2004,6,92.5,1,3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,6113,CA,Marys Cemetery,Yolo,114957921,1928,1,2006,11,78.833336,1,3,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,6113,CA,Marys Cemetery,Yolo,114951831,1921,7,2006,2,84.583336,0,3,2,1,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
555,6113,CA,Marys Cemetery,Yolo,114949104,1926,9,2010,4,83.583336,1,1,4,0,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
556,6113,CA,Marys Cemetery,Yolo,120144115,1927,,2007,,80,1,4,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,6113,CA,Marys Cemetery,Yolo,118345979,1919,5,2009,10,90.416664,0,3,1,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
558,6113,CA,Marys Cemetery,Yolo,88467221,1914,1,2001,4,87.25,0,3,1,0,0,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
559,6113,CA,Marys Cemetery,Yolo,91363041,1942,6,2003,5,60.916668,0,1,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,6113,CA,Marys Cemetery,Yolo,92038811,1905,10,2001,12,96.166664,1,3,2,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,6113,CA,Marys Cemetery,Yolo,92038524,1919,6,2003,2,83.666664,0,3,1,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,6113,CA,Marys Cemetery,Yolo,66974560,1925,3,2005,5,80.166664,0,3,2,1,0,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
563,6113,CA,Marys Cemetery,Yolo,17462715,1918,3,2006,10,88.583336,0,3,1,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,6113,CA,Marys Cemetery,Yolo,91874406,1912,4,2004,10,92.5,1,3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,6113,CA,Marys Cemetery,Yolo,118355771,1929,10,2007,2,77.333336,1,3,1,0,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
566,6113,CA,Marys Cemetery,Yolo,119973533,1923,12,2009,2,85.166664,0,3,2,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
567,6113,CA,Marys Cemetery,Yolo,119973533,1924,7,2009,10,85.25,1,3,2,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
568,6113,CA,Marys Cemetery,Yolo,153082299,1951,10,2012,12,61.166668,0,3,1,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,6113,CA,Marys Cemetery,Yolo,51041184,1911,4,2002,5,91.083336,0,3,2,0,0,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
570,6113,CA,Marys Cemetery,Yolo,113286846,1927,3,2006,6,79.25,0,1,2,0,0,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
571,6113,CA,Marys Cemetery,Yolo,92166339,1915,2,2001,6,86.333336,1,3,2,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,6113,CA,Marys Cemetery,Yolo,121441152,1927,11,2006,11,79,1,3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,6113,CA,Marys Cemetery,Yolo,92406177,1918,5,2003,10,85.416664,0,1,2,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,6113,CA,Marys Cemetery,Yolo,92324784,1924,1,2000,8,76.583336,0,3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
575,6113,CA,Marys Cemetery,Yolo,121452983,1946,9,2010,3,63.5,1,4,1,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
576,6113,CA,Marys Cemetery,Yolo,92016168,1916,10,2001,4,84.5,1,3,1,1,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
577,6113,CA,Marys Cemetery,Yolo,92038129,1920,11,2000,8,79.75,1,3,1,0,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
578,6113,CA,Marys Cemetery,Yolo,121455163,1919,10,2007,8,87.833336,1,4,1,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
579,6113,CA,Marys Cemetery,Yolo,92098298,1908,2,2000,7,92.416664,0,3,2,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,6113,CA,Marys Cemetery,Yolo,107564200,1920,9,2006,1,85.333336,1,3,1,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,6113,CA,Marys Cemetery,Yolo,107557816,1920,2,2009,10,89.666664,1,1,2,0,0,,,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
582,6113,CA,Marys Cemetery,Yolo,53170337,1913,12,2006,6,92.5,0,1,1,0,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
583,6113,CA,Marys Cemetery,Yolo,100260861,1985,11,2012,10,26.916666,0,1,1,0,0,,,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
584,6113,CA,Marys Cemetery,Yolo,121454938,1922,6,2011,6,89,1,3,1,0,0,,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
585,6113,CA,Marys Cemetery,Yolo,92405880,1931,1,2002,7,71.5,0,1,2,1,0,,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
586,6113,CA,Marys Cemetery,Yolo,91658743,1922,11,2004,1,81.166664,0,3,3,0,0,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
587,6113,CA,Marys Cemetery,Yolo,76055452,1936,11,2008,1,71.166664,0,3,1,0,0,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
588,6113,CA,Marys Cemetery,Yolo,92038637,1924,4,2002,9,78.416664,1,3,2,0,0,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
589,6113,CA,Marys Cemetery,Yolo,91604576,1907,12,2004,4,96.333336,1,3,1,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,6113,CA,Marys Cemetery,Yolo,97739004,1951,10,2006,10,55,1,3,1,0,0,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
591,6113,CA,Marys Cemetery,Yolo,120122070,1899,8,2006,3,106.58334,0,1,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,6113,CA,Marys Cemetery,Yolo,92101628,1911,10,2004,4,92.5,1,3,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,6113,CA,Marys Cemetery,Yolo,120144417,1925,8,2007,5,81.75,0,3,2,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,6113,CA,Marys Cemetery,Yolo,121492299,1935,8,2005,9,70.083336,1,3,2,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,6113,CA,Marys Cemetery,Yolo,121395168,1915,10,2007,5,91.583336,1,3,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,6113,CA,Marys Cemetery,Yolo,121394570,1985,8,2007,3,21.583334,1,3,1,1,0,,,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
597,6113,CA,Marys Cemetery,Yolo,92594341,1917,5,2001,5,84,0,3,2,0,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
598,6113,CA,Marys Cemetery,Yolo,91658855,1916,8,2006,8,90,0,3,2,0,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
599,6113,CA,Marys Cemetery,Yolo,92274313,1911,10,2000,3,88.416664,0,3,2,0,0,7,1935,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,6113,CA,Marys Cemetery,Yolo,125421677,1920,5,2009,2,88.75,1,3,1,0,0,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
601,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,140648164,2009,2,2009,4,0.16666667,0,3,2,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,152584152,1923,5,2015,9,92.333336,1,3,2,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,139615223,1908,,2002,,94,1,3,2,1,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
604,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,97994871,1939,7,2012,8,73.083336,0,3,2,0,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
605,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,140649141,1914,,2006,,92,0,3,2,0,1,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
606,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,63855547,1946,7,2008,1,61.5,1,3,2,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
607,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,75804354,1924,,2007,8,83,0,3,2,0,0,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
608,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,140267366,1927,1,2002,3,75.166664,0,3,2,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,140417410,1913,,2000,,87,0,3,2,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,99228719,1924,5,2012,7,88.166664,1,3,1,0,0,,,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
611,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,139140876,1931,,2006,,75,1,3,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,139227596,1914,,2003,,89,1,3,2,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,140150982,1922,4,2014,12,92.666664,1,3,2,1,0,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
614,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,140417488,1920,,2002,,82,0,3,2,1,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
615,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,46333676,1943,3,2009,11,66.666664,0,3,2,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
616,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,139086504,1906,,2001,,95,1,3,2,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
617,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,22632691,1900,,2003,,103,1,3,2,0,1,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
618,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,126383425,1916,5,2012,4,95.916664,1,3,2,1,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
619,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,64358242,1919,3,2011,1,91.833336,1,3,2,0,1,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
620,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,177571082,1911,6,2005,4,93.833336,0,3,2,1,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
621,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,137386839,1945,3,2013,12,68.75,0,3,1,0,0,,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
622,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,22375035,1912,6,2003,6,91,0,3,2,0,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
623,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,180766966,1936,6,2013,5,76.916664,1,3,2,0,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
624,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,182064503,1934,,2017,,83,0,3,2,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,61937775,1923,,2007,,84,0,3,2,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
626,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,139143125,1925,,2000,,75,0,3,2,1,0,6,1947,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
627,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,170985948,1941,6,2016,7,75.083336,0,3,2,0,0,,,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
628,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,139963310,1922,12,2007,12,85,1,3,2,0,0,12,1943,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
629,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,139736324,1921,,2008,,87,1,3,2,0,1,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
630,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,49137804,1919,10,2008,9,88.916664,1,3,2,1,0,,,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
631,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,139339600,1929,10,2010,1,80.25,1,3,2,1,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
632,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,140051443,1918,10,2000,4,81.5,0,3,2,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
633,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,31158938,1927,,2004,,77,0,3,2,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,34730635,1914,12,2009,2,94.166664,1,3,2,0,0,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
635,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,139086701,1919,,2012,,93,0,3,2,1,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,139146554,1919,,2009,,90,1,3,2,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
637,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,124203395,1922,5,2012,11,90.5,1,1,2,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,133087647,1920,1,2009,2,89.083336,0,3,2,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
639,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,150743427,1922,12,2014,9,91.75,1,3,2,1,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
640,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,139927796,1918,,2006,,88,0,3,2,0,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
641,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,140156802,1937,9,2012,10,75.083336,0,3,2,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,108755247,1913,9,2010,12,97.25,0,3,2,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,28336091,1969,,2003,,34,0,3,1,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,108755091,1918,6,2002,5,83.916664,1,3,2,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,125933681,1911,12,2000,1,88.083336,1,3,2,0,0,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
646,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,140156002,1941,,2012,,71,0,3,2,1,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
647,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,57013586,1927,2,2010,4,83.166664,0,3,2,1,0,9,1946,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
648,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,73040468,1927,,2006,,79,1,3,1,0,0,,,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
649,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,139086701,1926,,2015,,89,1,3,2,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,184229474,1941,,2016,,75,0,4,2,1,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
651,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,139086603,1920,2,2009,7,89.416664,1,3,2,0,1,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
652,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,179832899,1923,12,2017,5,93.416664,1,3,1,0,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
653,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,6615887,1910,7,2001,11,91.333336,1,3,2,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
654,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,139140859,1929,9,2011,12,82.25,1,3,1,1,0,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
655,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,104530846,1932,1,2007,10,75.75,0,1,2,0,0,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
656,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,139143358,1948,12,2002,12,54,0,3,1,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
657,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,140858018,1933,4,2014,12,81.666664,0,3,2,0,0,,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
658,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,190262264,1917,5,2003,11,86.5,0,3,2,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,8005,CO,Chapel Hill Memorial Gardens,Arapahoe,139924109,1936,9,2013,2,76.416664,1,1,1,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
