fip,rel_adh
35027,40.406994
35028,67.070969
35029,36.243614
35031,32.191475
35033,65.500137
35035,40.825706
35037,90.615013
35039,61.60862
35041,58.453259
35043,41.540577
35045,30.125416
35047,78.559769
35049,51.634789
35051,28.799475
35053,42.280006
35055,65.005371
35057,59.758354
35059,59.632923
35061,46.968563
36001,48.724491
36003,31.982273
36005,40.27322
36007,50.319336
36009,36.617878
36011,44.142403
36013,43.414745
36015,38.81778
36017,31.054306
36019,54.382893
36021,40.809772
36023,29.530146
36025,41.198853
36027,51.794777
36029,60.745506
36031,41.783833
36033,53.591461
36035,33.494987
36037,51.04311
36039,34.634815
36041,60.987206
36043,45.222363
36045,37.117195
36047,39.105164
36049,52.977173
36051,37.47575
36053,33.086678
36055,45.131916
36057,56.595074
36059,57.966896
36061,37.986008
36063,48.033123
36065,49.479546
36067,48.704323
36069,42.584393
36071,50.828339
36073,40.538437
36075,35.986511
36077,35.405968
36079,54.707897
36081,34.970074
36083,41.868813
36085,62.527283
36087,46.271717
36089,39.529671
36091,38.796211
36093,52.061279
36095,37.678753
36097,47.18602
36099,27.199224
36101,37.960503
36103,63.475597
36105,31.098373
36107,32.690502
36109,21.200104
36111,42.491554
36113,41.476479
36115,36.6367
36117,36.00811
36119,56.373058
36121,39.356266
36123,39.776711
37001,40.08448
37003,62.105957
37005,33.887901
37007,44.196735
37009,49.05283
37011,43.124748
37013,48.946716
37015,37.133533
37017,42.605675
37019,31.936443
37021,50.491436
37023,58.570763
37025,52.355236
37027,59.238281
37029,
37031,40.826065
37033,
37035,58.877392
37037,36.540432
37039,49.301575
37041,44.414715
37043,76.27903
37045,58.800732
37047,51.78318
37049,41.658749
37051,36.73156
37053,28.689905
37055,36.845837
37057,40.992729
37059,48.954334
37061,31.298817
37063,35.708599
37065,34.65448
37067,49.254341
37069,36.261284
37071,55.330853
37073,
37075,34.247623
37077,38.872795
37079,
37081,43.538052
37083,37.037605
37085,31.642874
37087,71.527725
37089,52.19593
37091,38.181953
37093,21.068079
37095,
37097,48.615028
37099,44.859051
37101,34.54073
37103,
37105,45.10017
37107,42.41523
37109,53.29472
37111,44.21125
37113,66.410049
37115,57.921009
37117,48.709679
37119,45.144115
37121,71.253952
37123,42.600555
37125,42.716526
37127,42.756527
37129,43.502163
37131,
37133,25.640636
37135,33.668232
37137,35.443916
37139,34.25486
37141,31.654339
37143,
37145,39.198784
37147,34.495361
37149,57.057182
37151,35.414928
37153,47.000572
37155,40.765709
37157,38.766777
37159,46.693501
37161,69.298492
37163,48.497181
37165,35.598305
37167,63.244518
37169,35.329224
37171,50.718956
37173,37.253864
37175,54.183922
37177,38.09687
37179,49.821007
37181,43.623535
37183,40.81789
37185,36.551601
37187,47.377453
37189,43.577629
37191,35.935768
37193,57.099831
37195,38.404015
37197,51.268929
37199,42.314415
38001,88.455124
38003,69.922646
38005,99.877342
38007,
38009,76.114647
38011,107.50917
38013,107.95547
38015,69.19989
38017,56.825451
38019,80.81179
38021,77.459534
38023,79.033264
38025,98.70739
38027,73.794815
38029,100.81831
38031,119.40676
38033,82.943092
38035,55.729603
38037,78.699722
38039,68.270187
38041,105.69646
38043,81.70549
38045,95.567612
38047,88.708534
38049,85.0392
38051,105.38017
38053,49.956276
38055,91.371559
38057,86.93541
38059,82.175964
38061,60.0378
38063,89.148788
38065,
38067,77.141739
38069,81.392746
38071,66.600609
38073,87.582413
38075,93.701202
38077,73.402206
38079,109.77012
38081,92.683739
38083,78.45166
38085,55.865734
38087,
38089,76.948692
38091,91.00251
38093,66.618851
38095,72.023254
38097,80.703262
38099,83.942108
38101,52.175087
38103,87.171799
38105,66.405052
39001,22.13345
39003,50.284191
39005,40.367653
39007,37.032433
39009,20.092457
39011,59.502735
39013,38.231686
39015,29.699951
39017,36.202473
39019,29.752726
39021,26.196045
39023,31.260223
39025,33.429222
39027,33.346367
39029,39.013126
39031,39.784462
39033,51.814808
39035,46.854019
39037,41.506569
39039,63.086006
39041,31.134384
39043,52.946899
39045,36.71138
39047,25.563974
39049,34.66901
39051,60.30304
39053,27.48875
39055,51.406151
39057,31.821035
39059,32.450478
39061,46.046936
39063,44.905285
39065,37.905293
39067,29.602711
39069,67.791916
39071,32.38739
39073,24.972061
39075,57.203259
39077,47.362926
39079,29.688848
39081,42.001812
39083,37.751213
39085,49.610474
39087,22.280849
39089,33.56691
39091,34.271152
39093,43.559986
39095,42.47752
39097,29.358515
39099,55.993122
39101,32.187153
39103,44.800835
39105,25.805954
39107,81.932243
39109,38.741329
39111,52.229149
39113,40.87352
39115,27.066046
39117,24.36824
39119,37.541267
39121,29.78793
39123,54.27166
39125,47.838387
39127,27.814478
39129,22.793661
39131,18.207769
39133,30.387415
39135,32.723095
39137,80.127396
39139,38.970154
39141,24.693386
39143,48.297039
39145,24.534252
39147,59.376892
39149,55.698639
39151,46.393948
39153,44.190804
39155,42.831516
39157,49.801056
39159,31.865259
39161,42.772835
39163,18.326286
39165,31.373804
39167,38.285851
39169,51.814564
39171,41.793896
39173,46.403179
39175,55.617462
40001,
40003,72.628769
40005,67.364113
40007,66.467735
40009,75.239685
40011,58.36628
40013,63.904144
40015,80.563408
40017,46.611244
40019,71.290276
40021,33.697014
40023,85.94487
40025,93.181221
40027,42.229515
40029,
40031,50.82235
40033,89.445923
40035,65.305481
40037,47.769825
40039,76.907593
40041,48.287163
40043,93.944031
40045,78.683189
40047,57.393982
40049,78.575211
40051,53.479797
40053,105.67561
40055,79.880714
40057,126.45437
40059,91.317482
40061,68.038254
40063,57.682167
40065,68.823219
40067,80.676285
40069,64.627922
40071,64.544159
40073,78.624512
40075,88.27092
40077,65.163315
40079,55.954456
40081,51.684731
40083,31.274109
40085,76.377396
40087,54.180031
40089,50.82457
40091,42.766899
40093,71.216934
40095,56.211205
40097,50.594746
40099,62.019829
40101,63.903954
40103,68.388496
40105,43.704712
40107,49.764286
40109,64.613052
40111,59.373558
40113,35.993092
40115,73.266556
40117,55.706726
40119,48.02354
40121,66.591209
40123,57.727112
40125,65.076111
40127,67.901642
40129,
40131,44.65675
40133,59.73452
40135,40.054314
40137,73.136063
40139,68.713234
40141,94.699783
40143,56.251904
40145,26.392105
40147,71.27179
40149,75.842178
40151,70.673264
40153,74.493149
41001,23.192335
41003,21.022978
41005,23.523464
41007,21.981831
41009,16.739683
41011,21.062428
41013,20.253056
41015,17.526724
41017,22.544857
41019,22.513556
41021,32.780296
41023,22.84119
41025,21.865673
41027,39.741726
41029,20.755047
41031,25.532536
41033,18.656485
41035,24.670938
41037,22.092688
41039,19.862432
41041,18.817385
41043,25.430176
41045,37.993156
41047,36.584064
41049,32.1521
41051,34.623497
41053,18.221867
41055,23.742222
41057,23.791483
41059,33.626457
41061,23.649265
41063,27.270197
41065,33.317436
41067,23.018423
41069,23.930725
41071,26.009884
42001,48.59306
42003,61.272449
42005,55.563026
42007,53.010475
42009,43.193115
42011,49.437813
42013,52.625359
42015,38.249493
42017,62.720695
42019,57.614666
42021,74.187096
42023,62.673485
42025,53.388111
42027,38.405056
42029,56.005531
42031,51.997231
42033,50.791176
42035,35.7593
42037,46.09021
42039,41.523861
42041,49.934875
42043,43.523731
42045,61.371254
42047,84.669029
42049,55.838234
42051,44.950298
42053,32.298786
42055,35.521049
42057,30.23765
42059,42.367607
42061,36.680466
42063,42.823681
42065,56.063091
42067,44.174244
42069,61.109398
42071,47.322166
42073,59.630604
42075,44.805035
42077,49.331284
42079,57.325317
42081,47.54438
42083,48.676384
42085,55.233631
42087,47.037991
42089,43.282356
42091,56.446754
42093,48.603142
42095,57.85244
42097,53.968346
42099,36.094589
42101,41.552528
42103,27.635235
42105,36.600353
42107,65.740822
42109,44.594032
42111,59.189106
42113,35.6665
42115,32.126678
42117,32.487587
42119,34.994186
42121,50.431
42123,46.305218
42125,53.216866
42127,51.10548
42129,60.562256
42131,41.405914
42133,40.327301
44001,76.27401
44003,60.826557
44005,48.942226
44007,55.794121
44009,52.039673
45001,50.754364
45003,52.339905
45005,32.705891
45007,58.186554
45009,
45011,52.280762
45013,32.529087
45015,25.915485
45017,
45019,41.152672
45021,57.637085
45023,40.817444
45025,47.531487
45027,29.901325
45029,44.115852
45031,40.100986
45033,46.087685
45035,40.700054
45037,33.991508
45039,37.31921
45041,42.458359
45043,43.812122
45045,56.407265
45047,55.609314
45049,41.736946
45051,38.698792
45053,29.559933
45055,50.495403
45057,50.607445
45059,49.868114
45061,
45063,46.791828
45065,25.736032
45067,32.486477
45069,35.296658
45071,50.116997
45073,57.584511
45075,45.089062
45077,51.132927
45079,40.299553
45081,37.737537
45083,53.743721
45085,39.227985
45087,66.886581
45089,40.791218
45091,47.099297
46003,90.426437
46005,66.687111
46007,39.123451
46009,78.486099
46011,55.399586
46013,80.227432
46015,82.69165
46017,
46019,30.003565
46021,77.415665
46023,69.219017
46025,83.47541
46027,49.078777
46029,77.566177
46031,68.37532
46033,36.290272
46035,76.118179
46037,88.655479
46039,79.446609
46041,55.436462
46043,103.68089
46045,81.482834
46047,45.295219
46049,85.528137
46051,99.883644
46053,70.333603
46055,85.752869
46057,54.432007
46059,67.217613
46061,64.047394
46063,76.398941
46065,73.724792
46067,94.449867
46069,109.93913
46071,47.095673
46073,70.750824
46075,56.095055
46077,95.956467
46079,65.596115
46081,46.740002
46083,40.965687
46085,80.31926
46087,71.974228
46089,87.652054
46091,86.907242
46093,31.344177
46095,35.693626
46097,91.519463
46099,62.953991
46101,63.150139
46103,49.133865
46105,89.443382
46107,103.60799
46109,66.153214
46111,69.487831
46113,34.094833
46115,75.576218
46117,63.029064
46119,58.704704
46121,39.303364
46123,58.56377
46125,76.980774
46127,60.867237
46129,81.676552
46135,67.736488
46137,36.517239
47001,67.222794
47003,44.465076
47005,52.96505
47007,
47009,57.852104
47011,57.998341
47013,35.405952
47015,
47017,55.373615
47019,51.579304
47021,29.741016
47023,
47025,57.097801
47027,40.931602
47029,43.728443
47031,52.695118
47033,
47035,44.751213
47037,48.148216
47039,55.242455
47041,56.217834
47043,41.495941
47045,55.619408
47047,31.000391
47049,36.721336
47051,50.007103
47053,66.658752
47055,58.732384
47057,
47059,47.833576
47061,
47063,63.195496
47065,55.365685
47067,99.123245
47069,45.702568
47071,53.778065
47073,56.566784
47075,46.478683
47077,47.725597
47079,61.702038
47081,36.989017
47083,38.024464
47085,53.65818
47087,
47089,52.556328
47091,50.911163
47093,59.630341
47095,
47097,42.568932
47099,62.651741
47101,40.955433
47103,60.141975
47105,63.530487
47107,71.429214
47109,56.837105
47111,25.572287
47113,56.215492
47115,35.286087
47117,50.363731
47119,44.981895
47121,
47123,63.705139
47125,43.268623
47127,
47129,43.65313
47131,68.427689
47133,
47135,
47137,
47139,73.447395
47141,53.640282
47143,46.504551
47145,59.70031
47147,52.325836
47149,36.536144
47151,27.447891
47153,42.166504
47155,50.168133
47157,41.818172
47159,
47161,55.575665
47163,53.1838
47165,43.120216
47167,38.675224
47169,
47171,
47173,
47175,
47177,51.806957
47179,53.852356
47181,41.984325
47183,63.758728
47185,51.703773
47187,56.737633
47189,45.770775
48001,50.752323
48003,71.223587
48005,63.898277
48007,39.709663
48009,68.152596
48011,
48013,57.349037
48015,56.043274
48017,78.99115
48019,42.233406
48021,38.681622
48023,94.414063
48025,55.902752
48027,43.750648
48029,57.760487
48031,45.893341
48033,
48035,62.048473
48037,57.316875
48039,52.583923
48041,43.019264
48043,49.427399
48045,99.73999
48047,69.110672
48049,75.094482
48051,45.794533
48053,49.988762
48055,45.739616
48057,53.651329
48059,58.860008
48061,49.674377
48063,69.938324
48065,83.258835
48067,67.003845
48069,72.968178
48071,42.085667
48073,57.226551
48075,51.949501
48077,65.414337
48079,85.789299
48081,71.626144
48083,64.989929
48085,47.48806
48087,97.278427
48089,60.582092
48091,50.115967
48093,63.680164
48095,33.654999
48097,59.32766
48099,39.233871
48101,101.79883
48103,56.779236
48105,75.391312
48107,84.817894
48109,77.880066
48111,64.801102
48113,51.691475
48115,75.094925
48117,82.194351
48119,60.320244
48121,34.286339
48123,53.172169
48125,77.756996
48127,107.58394
48129,67.096214
48131,71.014267
48133,78.469826
48135,51.987007
48137,77.825668
48139,53.337341
48141,58.459431
48143,55.453453
48145,50.346458
48147,66.57106
48149,77.310532
48151,98.641762
48153,78.676193
48155,97.163704
48157,38.795227
48159,54.955494
48161,48.304749
48163,70.731361
48165,71.300941
48167,45.197815
48169,64.417404
48171,66.847374
48173,55.713501
48175,63.946423
48177,55.451874
48179,84.084084
48181,56.869007
48183,73.68412
48185,47.349922
48187,34.990875
48189,89.067535
48191,74.709633
48193,63.055176
48195,88.313622
48197,107.87394
48199,54.674805
48201,49.062798
48203,54.706505
48205,
48207,105.19529
48209,43.069923
48211,79.149109
48213,49.0383
48215,47.738899
48217,50.202644
48219,80.450745
48221,53.610863
48223,65.166916
48225,49.15308
48227,60.646339
48229,53.602211
48231,50.595509
48233,75.119553
48235,74.394447
48237,50.221977
48239,72.263
48241,60.497749
48243,51.369038
48245,63.845837
48247,98.199867
48249,60.969231
48251,45.638653
48253,53.81776
48255,58.945396
48257,48.103615
48259,55.536205
48261,
48263,89.979233
48265,51.484772
48267,62.184837
48269,
48271,69.965759
48273,45.972786
48275,104.31107
48277,59.624218
48279,88.707169
48281,39.009735
48283,91.934235
48285,97.578247
48287,58.15519
48289,59.666656
48291,52.046165
48293,54.025867
48295,74.39872
48297,58.263958
48299,43.363384
48303,55.63755
48305,83.658997
48307,60.175926
48309,57.960106
48311,
48313,48.944923
48315,37.8209
48317,64.697708
48319,74.320053
48321,59.236687
48323,32.732239
48325,53.084686
48327,55.239868
48329,62.90625
48331,62.233521
48333,82.791656
48335,57.727673
48337,56.347839
48339,46.989822
48341,51.003792
48343,66.182602
48345,82.635727
48347,51.048901
48349,55.818459
48351,
48353,70.461349
48355,55.510071
48357,67.1203
48359,64.191505
48361,61.164326
48363,54.972851
48365,51.236095
48367,51.718933
48369,76.024651
48371,45.211487
48373,39.90081
48375,77.701843
48377,57.687317
48379,34.580696
48381,52.182629
48383,78.395798
48385,72.840919
48387,55.242004
48389,64.799461
48391,71.682945
48393,
48395,51.307392
48397,74.165726
48399,88.55172
48401,49.052845
48403,54.67115
48405,51.088787
48407,26.211676
48409,57.645557
48411,64.091324
48413,58.113396
48415,71.30162
48417,89.209442
48419,54.330189
48421,86.130707
48423,64.659027
48425,44.836384
48427,63.812885
48429,73.857788
48431,80.87545
48433,95.664169
48435,79.590225
48437,81.957039
48439,49.56543
48441,65.322899
48443,105.15066
48445,66.089661
48447,
48449,74.514786
48451,58.265625
48453,41.627571
48455,53.531181
48457,57.835022
48459,44.63604
48461,68.396561
48463,82.208191
48465,41.738945
48467,51.025764
48469,69.864639
48471,35.079491
48473,31.180334
48475,69.322906
48477,68.682541
48479,64.513123
48481,76.865005
48483,59.323456
48485,61.871483
48487,76.281425
48489,68.637917
48491,35.568169
48493,52.194073
48495,77.849609
48497,40.42524
48499,58.164711
48501,92.671227
48503,85.215622
48505,32.468304
48507,45.310417
49001,
49003,5.7647524
49005,4.5358148
49007,23.104517
49009,
49011,6.6207719
49013,4.1652288
49015,
49017,
49019,20.986439
49021,7.0741663
49023,
49025,8.2895021
49027,3.5401263
49029,
49031,
49033,
49035,11.089251
49037,5.2029963
49039,.96207505
49041,3.8141582
49043,19.460011
49045,18.47134
49047,9.223135
49049,1.8381712
49051,
49053,6.2380757
49055,
49057,12.703648
50001,31.898998
50003,37.664909
50005,35.710476
50007,36.516918
50009,
50011,44.92218
50013,
50015,23.500311
50017,15.096889
50019,34.305695
50021,40.42345
50023,36.524952
50025,27.335043
50027,27.832331
51001,36.923706
51003,25.709492
51005,43.986843
51007,32.314201
51009,38.184349
51011,48.324726
51013,25.994556
51015,
51017,53.774757
51019,38.389034
51021,
51023,49.52177
51025,34.712341
51027,25.167416
51029,24.88027
51031,
51033,31.693867
51035,36.546371
51036,
51037,
51041,34.753098
51043,34.306225
51045,46.010887
51047,34.392651
51049,
51051,20.060585
51053,32.549229
51057,40.549286
51059,36.343731
51061,36.214516
51063,36.084675
51065,26.607687
51067,40.798737
51069,
51071,49.689362
51073,39.721752
51075,46.259682
51077,
51079,19.191467
51081,
51083,52.721893
51085,46.021217
51087,45.342621
51089,
51091,
51093,29.987803
51095,34.362335
51097,
51099,39.074879
51101,40.255791
51103,57.92992
51105,59.348785
51107,32.281288
51109,32.011181
51111,
51113,35.410561
51115,57.928589
51117,42.961517
51119,41.649635
51121,29.663494
51125,48.418137
51127,28.703014
51131,32.028072
51133,
51135,34.338486
51137,37.142395
51139,35.256084
51141,42.297752
51143,41.288261
51145,30.770636
51147,28.631536
51149,24.849148
51153,28.107594
51155,41.673126
51157,41.469128
51159,
51161,48.795765
51163,
51165,47.270683
51167,29.826157
51169,40.50013
51171,49.379616
51173,37.670071
51175,
51177,34.105797
51179,27.197744
51181,
51183,33.835957
51185,37.020241
51187,32.272453
51191,42.092152
51193,37.940159
51195,30.559052
51197,47.193176
51199,31.638821
51510,36.788036
51515,
51520,74.05619
51530,
51540,58.61845
51550,30.549313
51560,
51570,87.029305
51580,87.872482
51590,53.290478
51595,50.638378
51600,117.99486
51610,126.59458
51620,40.408379
51630,146.69003
51640,
51650,35.633186
51660,35.932823
51670,52.401508
51678,57.011395
51680,69.108154
51683,98.899063
51685,
51690,75.619293
51700,31.490805
51710,31.457666
51720,37.698689
51730,41.445068
51735,
51740,36.690132
51750,
51760,50.010994
51770,53.476204
51775,60.394569
51790,54.773365
51800,32.188885
51810,32.756447
51820,56.655312
51830,
51840,67.901207
53001,33.446522
53003,31.154156
53005,32.744865
53007,40.337868
53009,24.164845
53011,23.093664
53013,24.203362
53015,29.207336
53017,32.266457
53019,18.246197
53021,35.599449
53023,62.589592
53025,32.958115
53027,26.176472
53029,21.543589
53031,19.111732
53033,31.27294
53035,22.419998
53037,24.291063
53039,26.03739
53041,30.290655
53043,41.782959
53045,21.868973
53047,25.632198
53049,29.183392
53051,18.232283
53053,27.069485
53055,21.714054
53057,38.519936
53059,17.431671
53061,23.080181
53063,31.084301
53065,22.615587
53067,23.31571
53069,24.657013
53071,35.995171
53073,25.289423
53075,26.984295
53077,37.963234
54001,26.614697
54003,30.908752
54005,19.356781
54007,29.514896
54009,36.893303
54011,38.737999
54013,
54015,21.514004
54017,29.751232
54019,32.936798
54021,25.483816
54023,41.500477
54025,38.947628
54027,30.058834
54029,50.166847
54031,43.329433
54033,46.381245
54035,27.49943
54037,31.602911
54039,33.285297
54041,34.154804
54043,
54045,22.596209
54047,18.504969
54049,42.119202
54051,42.670876
54053,24.563517
54055,42.137825
54057,41.112446
54059,26.924128
54061,25.943054
54063,
54065,30.869518
54067,35.976704
54069,64.384521
54071,46.264416
54073,34.006439
54075,30.336115
54077,29.301178
54079,29.199106
54081,24.652035
54083,35.351818
54085,33.608772
54087,21.542696
54089,27.120026
54091,30.74374
54093,45.844566
54095,28.543726
54097,26.560596
54099,27.536652
54101,18.332417
54103,45.997025
54105,33.348888
54107,44.316978
54109,37.328011
55001,21.948898
55003,63.781811
55005,58.137535
55007,40.06002
55009,69.509079
55011,70.320145
55013,36.153397
55015,48.497818
55017,50.284824
55019,64.123726
55021,60.548695
55023,56.841137
55025,46.556633
55027,56.035118
55029,70.488129
55031,49.906319
55033,48.527077
55035,55.602135
55037,38.076775
55039,61.567169
55041,45.43642
55043,71.68261
55045,45.116844
55047,74.466408
55049,52.38335
55051,41.728039
55053,44.914864
55055,69.738625
55057,51.15321
55059,40.970936
55061,74.178902
55063,60.402424
55065,72.577171
55067,66.67881
55069,67.278587
55071,75.916466
55073,66.971237
55075,56.150074
55077,48.749981
55078,
55079,41.451733
55081,55.700775
55083,53.045815
55085,60.452385
55087,78.513542
55089,65.301743
55091,63.870888
55093,52.645306
55095,52.415771
55097,62.245827
55099,61.366089
55101,51.205616
55103,37.101349
55105,48.185539
55107,49.514778
55109,56.202782
55111,57.244984
55113,51.725594
55115,63.969898
55117,65.055313
55119,74.113403
55121,75.336113
55123,62.438194
55125,45.161488
55127,46.059464
55129,48.686573
55131,60.224159
55133,61.720947
55135,70.378716
55137,50.246887
55139,52.833961
55141,71.928696
56001,27.516455
56003,19.187374
56005,39.376762
56007,31.246698
56009,30.310955
56011,25.659641
56013,28.994507
56015,30.833344
56017,31.425354
56019,43.397755
56021,38.813618
56023,13.27865
56025,34.312294
56027,36.655334
56029,34.751019
56031,38.962151
56033,40.435883
56035,25.264647
56037,34.832947
56039,18.432989
56041,16.304762
56043,40.241253
56045,28.470041
