fip,rel_adh
17133,67.286377
17135,48.382477
17137,48.028675
17139,48.6604
17141,47.074005
17143,43.011017
17145,57.259377
17147,45.670319
17149,44.997765
17151,
17153,61.737206
17155,39.049732
17157,63.73048
17159,58.025623
17161,42.101368
17163,43.213734
17165,59.443199
17167,52.187981
17169,46.05547
17171,66.603539
17173,54.069202
17175,50.320038
17177,61.21933
17179,43.555378
17181,66.691254
17183,37.514015
17185,55.029194
17187,44.773876
17189,74.186081
17191,55.80941
17193,55.627186
17195,61.73
17197,47.8512
17199,47.443859
17201,48.451447
17203,48.205616
18001,67.486923
18003,49.343559
18005,48.311398
18007,72.791771
18009,31.038153
18011,52.127686
18013,25.542511
18015,38.670891
18017,40.171394
18019,36.296455
18021,37.931152
18023,41.102493
18025,34.394184
18027,56.280964
18029,41.385231
18031,59.517681
18033,39.322479
18035,26.469009
18037,77.551811
18039,38.384117
18041,42.190907
18043,57.718945
18045,36.790733
18047,46.188065
18049,34.022038
18051,41.491371
18053,39.057594
18055,37.463898
18057,41.247585
18059,36.87212
18061,45.239532
18063,40.152203
18065,39.332233
18067,47.178963
18069,49.586433
18071,56.167
18073,42.475098
18075,40.482323
18077,46.933189
18079,36.665852
18081,42.912739
18083,47.293732
18085,35.362354
18087,49.816559
18089,43.859077
18091,38.361626
18093,43.197182
18095,36.060905
18097,37.319489
18099,37.426594
18101,59.740852
18103,38.54829
18105,28.937626
18107,42.95266
18109,36.295429
18111,34.530529
18113,28.345098
18115,
18117,45.176952
18119,24.858273
18121,34.154972
18123,49.269054
18125,27.038696
18127,39.742706
18129,49.427094
18131,45.798725
18133,34.888454
18135,33.930981
18137,67.988693
18139,49.447102
18141,51.801094
18143,42.301289
18145,36.129639
18147,49.401581
18149,23.902355
18151,29.887878
18153,35.955765
18155,25.960148
18157,32.914009
18159,40.685715
18161,36.617676
18163,49.143364
18165,33.627571
18167,31.479971
18169,44.8256
18171,
18173,41.181225
18175,43.622387
18177,40.288902
18179,50.879677
18181,41.092762
18183,39.095444
19001,59.151966
19003,39.77589
19005,76.821144
19007,39.075573
19009,80.881287
19011,55.014954
19013,51.724693
19015,52.090675
19017,75.782127
19019,66.931419
19021,63.837597
19023,73.172951
19025,84.981735
19027,86.230797
19029,65.783463
19031,47.36116
19033,65.648857
19035,70.296585
19037,84.382057
19039,41.716217
19041,68.095734
19043,74.504539
19045,51.573963
19047,67.845322
19049,48.5406
19051,44.997124
19053,30.852255
19055,78.477127
19057,43.432529
19059,75.086624
19061,72.405029
19063,76.041115
19065,72.151131
19067,62.189537
19069,70.026077
19071,44.155182
19073,63.467731
19075,67.749573
19077,50.782093
19079,65.573936
19081,72.478394
19083,68.750717
19085,46.754036
19087,45.471367
19089,87.842728
19091,81.6745
19093,80.432678
19095,56.697205
19097,66.274391
19099,46.310341
19101,36.724537
19103,33.369209
19105,58.679829
19107,48.348999
19109,85.857376
19111,51.370533
19113,52.183678
19115,37.086693
19117,43.495167
19119,87.344238
19121,41.945515
19123,45.066994
19125,57.611748
19127,54.269886
19129,40.009689
19131,79.380417
19133,58.768757
19135,50.92878
19137,55.35387
19139,44.183506
19141,82.833694
19143,75.411179
19145,56.227009
19147,84.944939
19149,73.458054
19151,71.008888
19153,44.01368
19155,39.544838
19157,50.323822
19159,54.657574
19161,78.820297
19163,46.090157
19165,75.168411
19167,90.917847
19169,47.707726
19171,50.141155
19173,55.901428
19175,49.09552
19177,39.490513
19179,39.558411
19181,39.667774
19183,56.076771
19185,48.406403
19187,61.478821
19189,84.26458
19191,87.04689
19193,56.413269
19195,73.773209
19197,72.778381
20001,59.693665
20003,55.580956
20005,57.311638
20007,68.5681
20009,70.732567
20011,49.660015
20013,54.816307
20015,44.757771
20017,50.604504
20019,48.292152
20021,57.151062
20023,61.296947
20025,63.615795
20027,59.783031
20029,57.528786
20031,54.114735
20033,72.462662
20035,48.15086
20037,44.762791
20039,84.237877
20041,49.147327
20043,46.232056
20045,27.635662
20047,69.114021
20049,37.41003
20051,51.406128
20053,57.120605
20055,48.172161
20057,55.136677
20059,35.247246
20061,29.835476
20063,60.479229
20065,50.537163
20067,67.585014
20069,62.60569
20071,67.298401
20073,55.279499
20075,59.087685
20077,64.828186
20079,56.952465
20081,56.84494
20083,64.86824
20085,40.151756
20087,39.51582
20089,55.743549
20091,48.727032
20093,68.145187
20095,64.177742
20097,75.310928
20099,49.873238
20101,84.448288
20103,30.060369
20105,56.04314
20107,32.116932
20109,76.092117
20111,42.812634
20113,62.783337
20115,57.462147
20117,69.215042
20119,80.649887
20121,47.514465
20123,78.62632
20125,54.127708
20127,55.336952
20129,53.205738
20131,80.957947
20133,55.420555
20135,95.051132
20137,58.490211
20139,38.55265
20141,66.233238
20143,39.308388
20145,56.149963
20147,70.288795
20149,37.450073
20151,59.273426
20153,60.809093
20155,50.567516
20157,66.087624
20159,57.49176
20161,32.03072
20163,72.361374
20165,74.18396
20167,62.731422
20169,50.30027
20171,86.577049
20173,45.246563
20175,40.630932
20177,43.029045
20179,80.212303
20181,47.24585
20183,77.903564
20185,60.314781
20187,66.892639
20189,61.478615
20191,61.71698
20193,49.734467
20195,64.617821
20197,42.040947
20199,64.848816
20201,82.47438
20203,66.254807
20205,48.571194
20207,56.128124
20209,35.439392
21001,41.72506
21003,32.059933
21005,60.164711
21007,83.589584
21009,47.257233
21011,34.752026
21013,70.515991
21015,51.370293
21017,52.696758
21019,60.934509
21021,77.003174
21023,53.603966
21025,14.634976
21027,58.938698
21029,38.544209
21031,64.284622
21033,95.27037
21035,58.33445
21037,50.510204
21039,62.235474
21041,47.842743
21043,28.137976
21045,52.105125
21047,47.199879
21049,50.743214
21051,38.514591
21053,52.913677
21055,60.548279
21057,45.031872
21059,70.246048
21061,
21063,
21065,44.319176
21067,46.373219
21069,42.311317
21071,29.604364
21073,58.895546
21075,83.434578
21077,46.165478
21079,50.767963
21081,50.271019
21083,74.420273
21085,38.255756
21087,81.408371
21089,38.405544
21091,87.884903
21093,48.306149
21095,48.263191
21097,55.884865
21099,51.057842
21101,60.845802
21103,51.572266
21105,93.111618
21107,55.615623
21109,24.691448
21111,49.763218
21113,39.854801
21115,33.426468
21117,49.219952
21119,
21121,55.629139
21123,66.206009
21125,42.03944
21127,36.241814
21129,30.088556
21131,
21133,27.335913
21135,31.539099
21137,62.844837
21139,63.718163
21141,66.680397
21143,61.714027
21145,68.509193
21147,21.776371
21149,66.031799
21151,38.626335
21153,23.600489
21155,72.936493
21157,62.471489
21159,23.751698
21161,61.454712
21163,53.40733
21165,
21167,75.680992
21169,57.153881
21171,50.917866
21173,37.675797
21175,21.372883
21177,68.153076
21179,57.164845
21181,44.549095
21183,63.080177
21185,49.353725
21187,68.237358
21189,30.488174
21191,63.158119
21193,34.479073
21195,33.291363
21197,31.351538
21199,63.226097
21201,
21203,
21205,19.215267
21207,55.771614
21209,39.677471
21211,55.250755
21213,57.105602
21215,37.948368
21217,70.304764
21219,70.911118
21221,74.294273
21223,
21225,65.757523
21227,51.387512
21229,95.756058
21231,63.13266
21233,56.880169
21235,65.710114
21237,18.599363
21239,59.8839
22001,70.394417
22003,47.525562
22005,49.536171
22007,72.648422
22009,56.407593
22011,57.477547
22013,54.038368
22015,51.161461
22017,53.507141
22019,64.690147
22021,53.44038
22023,74.794868
22025,50.661942
22027,37.868828
22029,44.655857
22031,51.001057
22033,54.357048
22035,42.022442
22037,36.436222
22039,74.133438
22041,68.180702
22043,49.190968
22045,68.724297
22047,56.471306
22049,60.841137
22051,52.538177
22053,72.121078
22055,71.313416
22057,74.688332
22059,74.18187
22061,46.5047
22063,53.163475
22065,33.518089
22067,49.444683
22069,48.473515
22071,43.29668
22073,55.634911
22075,56.354286
22077,57.834435
22079,63.66515
22081,41.920998
22083,58.249062
22085,73.264725
22087,56.642647
22089,56.237255
22091,40.501209
22093,67.252052
22095,48.905251
22097,72.571037
22099,72.594711
22101,57.361256
22103,51.353821
22105,42.873299
22107,46.13863
22109,64.389732
22111,66.516212
22113,79.229385
22115,43.482517
22117,56.893909
22119,58.131359
22121,43.000511
22123,74.563148
22125,28.115158
22127,65.701492
23001,40.770897
23003,52.609901
23005,31.182217
23007,27.185589
23009,21.308002
23011,32.320515
23013,26.08247
23015,21.852343
23017,18.320078
23019,26.864416
23021,25.288286
23023,19.803997
23025,23.492029
23027,12.453631
23029,20.987461
23031,33.557018
24001,49.803192
24003,37.561424
24005,36.346188
24009,51.348595
24011,36.027081
24013,44.826988
24015,30.114658
24017,36.198929
24019,37.313461
24021,42.494316
24023,37.738087
24025,42.88932
24027,41.119865
24029,45.170593
24031,35.046848
24033,31.208832
24035,36.204948
24037,31.443777
24039,25.193722
24041,43.415844
24043,39.534283
24045,40.602695
24047,47.439354
24510,29.835775
25001,45.307228
25003,55.715111
25005,57.879528
25007,56.085602
25009,56.201622
25011,51.061035
25013,59.143127
25015,35.060928
25017,58.939606
25019,36.001263
25021,62.892052
25023,46.36808
25025,54.246571
25027,50.381775
26001,23.162947
26003,49.644142
26005,32.382923
26007,64.070145
26009,27.562298
26011,40.859436
26013,53.832924
26015,21.908281
26017,55.805309
26019,23.627928
26021,43.04306
26023,30.054111
26025,30.821171
26027,20.495291
26029,36.27198
26031,34.634899
26033,33.390442
26035,29.084417
26037,35.175316
26039,19.844263
26041,69.40815
26043,74.626625
26045,32.419537
26047,39.298668
26049,32.81237
26051,28.061142
26053,60.925854
26055,42.014091
26057,31.563059
26059,22.905102
26061,44.916504
26063,63.047058
26065,36.068417
26067,34.94965
26069,40.89959
26071,56.019428
26073,27.187145
26075,31.355652
26077,33.808697
26079,17.763754
26081,50.437141
26083,35.596565
26085,23.614128
26087,31.36228
26089,39.236248
26091,37.830193
26093,36.823849
26095,29.007641
26097,47.081062
26099,41.648346
26101,45.478172
26103,51.370342
26105,40.393929
26107,27.988785
26109,63.459667
26111,44.618431
26113,35.957344
26115,46.874378
26117,30.713568
26119,34.74139
26121,30.309088
26123,30.204144
26125,41.326656
26127,33.388939
26129,31.822529
26131,54.141113
26133,33.677681
26135,28.744419
26137,42.981743
26139,53.93573
26141,62.744659
26143,27.505224
26145,44.484074
26147,38.682667
26149,37.115517
26151,37.886421
26153,49.428894
26155,35.080837
26157,41.319336
26159,32.038292
26161,27.930447
26163,32.556374
26165,38.240063
27001,54.613087
27003,49.15086
27005,70.202049
27007,43.583725
27009,53.061089
27011,97.922729
27013,58.684052
27015,90.374222
27017,49.150681
27019,51.174835
27021,37.972435
27023,86.95533
27025,45.809288
27027,62.586681
27029,50.486919
27031,49.398483
27033,87.016327
27035,60.424461
27037,54.018726
27039,70.414124
27041,70.840866
27043,88.425705
27045,93.294472
27047,80.222534
27049,72.870491
27051,91.292526
27053,51.32085
27055,75.635399
27057,43.286671
27059,38.816673
27061,52.644726
27063,79.600746
27065,42.461079
27067,74.882767
27069,87.916916
27071,58.733734
27073,103.82936
27075,70.550888
27077,62.940174
27079,59.474243
27081,84.940659
27083,66.290062
27085,84.117126
27087,61.169445
27089,78.439133
27091,85.524368
27093,68.963791
27095,66.358704
27097,68.146072
27099,69.888474
27101,80.37764
27103,56.194164
27105,77.808983
27107,85.292007
27109,60.237324
27111,70.050369
27113,72.253357
27115,44.883904
27117,93.663551
27119,67.152977
27121,73.483292
27123,51.834343
27125,93.076187
27127,83.870964
27129,82.421021
27131,57.327892
27133,83.819679
27135,59.082714
27137,48.097748
27139,47.517151
27141,38.810936
27143,71.731934
27145,66.30751
27147,73.909897
27149,73.190224
27151,81.275833
27153,61.536888
27155,92.730347
27157,76.891373
27159,62.442944
27161,78.441025
27163,57.631554
27165,78.754211
27167,73.313622
27169,59.938286
27171,52.960686
27173,92.085876
28001,51.217907
28003,67.501816
28005,44.874443
28007,53.819263
28009,
28011,36.576077
28013,77.074112
28015,
28017,70.389206
28019,56.638508
28021,23.633274
28023,
28025,49.4412
28027,37.365562
28029,53.783691
28031,
28033,51.758656
28035,68.05619
28037,66.124367
28039,61.207848
28041,37.754562
28043,51.893318
28045,36.587677
28047,47.195206
28049,53.042389
28051,33.075829
28053,34.025372
28055,
28057,48.606098
28059,49.513737
28061,47.871136
28063,23.439697
28065,40.355049
28067,62.403969
28069,
28071,39.807018
28073,47.925865
28075,62.088707
28077,61.573772
28079,51.438702
28081,61.420662
28083,42.043732
28085,73.731415
28087,53.749744
28089,40.370445
28091,66.752052
28093,32.685028
28095,57.657799
28097,67.148293
28099,60.866005
28101,58.868633
28103,34.824871
28105,45.518044
28107,42.016823
28109,61.270844
28111,
28113,60.311989
28115,66.203735
28117,63.236927
28119,
28121,56.411858
28123,63.271748
28125,47.494545
28127,69.028091
28129,
28131,46.999603
28133,29.033234
28135,35.963631
28137,52.570232
28139,67.87822
28141,54.447765
28143,
28145,82.975502
28147,44.802395
28149,54.747375
28151,45.730438
28153,54.012806
28155,71.312012
28157,39.541454
28159,60.85096
28161,
28163,42.867455
29001,38.735912
29003,35.3354
29005,71.527374
29007,60.445972
29009,56.977638
29011,51.801727
29013,53.001274
29015,45.676823
29017,40.375732
29019,37.591061
29021,51.730518
29023,35.991367
29025,48.607182
29027,33.223461
29029,36.982384
29031,68.020798
29033,73.676308
29035,36.033772
29037,37.914452
29039,48.501537
29041,71.940041
29043,46.497307
29045,49.156982
29047,46.912704
29049,47.763813
29051,70.644615
29053,54.648731
29055,36.216148
29057,59.292156
29059,35.52317
29061,61.233276
29063,31.369686
29065,59.018639
29067,20.474453
29069,52.243614
29071,52.270485
29073,60.036255
29075,75.863892
29077,52.310036
29079,79.818161
29081,63.989765
29083,60.377491
29085,40.066559
29087,67.882675
29089,50.104767
29091,43.425087
29093,44.159412
29095,45.145699
29097,55.927624
29099,38.014992
29101,37.50209
29103,60.891899
29105,49.971344
29107,58.395447
29109,56.366638
29111,60.546986
29113,36.062653
29115,67.298721
29117,71.252151
29119,32.910721
29121,68.616982
29123,51.757092
29125,49.626976
29127,61.101746
29129,76.565506
29131,56.885975
29133,43.325058
29135,63.017494
29137,65.301498
29139,50.39436
29141,48.109383
29143,49.229897
29145,44.902061
29147,51.931084
29149,52.297009
29151,71.078232
29153,21.677786
29155,59.462852
29157,70.805862
29159,58.484428
29161,41.627178
29163,51.878685
29165,37.15263
29167,46.184582
29169,37.732491
29171,51.694904
29173,41.42498
29175,54.351147
29177,45.37672
29179,47.438984
29181,26.552643
29183,50.050835
29185,47.074089
29186,61.16227
29187,46.694935
29189,48.973358
29195,52.635864
29197,
29199,43.00671
29201,56.873924
29203,27.566563
29205,72.334549
29207,35.167431
29209,31.294964
29211,42.638985
29213,33.619133
29215,59.166481
29217,45.934467
29219,40.402832
29221,34.166286
29223,32.097023
29225,51.373451
29227,
29229,59.021168
29510,34.428539
30001,29.118658
30003,48.589909
30005,61.843407
30007,26.329828
30009,37.271667
30011,30.565094
30013,35.731926
30015,92.218163
30017,43.67614
30019,114.90483
30021,51.337914
30023,51.383057
30025,74.599556
30027,47.800018
30029,31.737904
30031,29.307896
30033,33.822601
30035,68.972443
30037,29.308437
30039,13.849411
30041,38.635231
30043,18.588829
30045,50.438995
30047,35.393257
30049,40.855446
30051,64.985207
30053,31.035009
30055,59.528175
30057,19.712755
30059,31.428387
30061,19.587214
30063,25.444723
30065,27.416035
30067,25.36845
30069,
30071,62.964149
30073,55.890686
30075,40.318615
30077,24.849152
30079,58.404011
30081,23.279928
30083,62.379932
30085,63.648598
30087,45.945915
30089,23.143423
30091,90.954079
30093,43.111847
30095,23.851055
30097,29.653509
30099,56.211372
30101,53.29673
30103,54.821259
30105,44.809826
30107,44.494335
30109,78.131149
30111,38.76059
30113,
31001,60.060493
31003,76.501999
31005,
31007,
31009,
31011,82.114304
31013,56.224648
31015,85.811882
31017,62.826935
31019,59.851978
31021,73.94458
31023,60.16433
31025,47.115643
31027,85.222214
31029,67.838242
31031,49.512199
31033,59.861023
31035,66.291481
31037,63.502277
31039,87.977829
31041,54.127491
31043,45.190998
31045,42.661121
31047,73.535835
31049,70.341331
31051,73.472939
31053,58.348511
31055,48.823601
31057,61.830009
31059,73.541519
31061,75.732994
31063,63.789009
31065,84.245491
31067,71.474304
31069,60.72998
31071,85.62867
31073,81.241562
31075,57.322388
31077,96.876549
31079,71.148697
31081,59.01936
31083,55.826355
31085,
31087,63.149635
31089,66.682556
31091,51.458519
31093,58.8078
31095,75.412453
31097,67.07045
31099,66.437515
31101,57.484192
31103,
31105,47.136467
31107,78.577347
31109,43.010132
31111,55.183083
31113,
31115,
31117,
31119,77.899742
31121,59.550255
31123,52.575691
31125,65.958939
31127,78.310852
31129,71.437218
31131,70.180748
31133,66.268448
31135,76.996513
31137,67.021263
31139,80.636978
31141,80.527061
31143,61.55769
31145,67.956169
31147,60.934837
31149,45.69804
31151,49.918392
31153,38.316277
31155,61.560448
31157,49.109722
31159,67.352921
31161,42.577644
31163,65.891251
31165,22.750847
31167,34.059994
31169,96.146034
31171,55.225685
31173,40.234467
31175,68.428635
31177,63.370697
31179,59.399342
31181,69.499245
31183,46.079082
31185,73.414764
32001,22.103319
32003,25.842688
32005,22.200748
32007,23.500973
32009,
32011,
32013,33.327118
32015,37.967175
32017,15.829465
32019,15.525709
32021,21.06041
32023,19.129545
32027,17.563009
32029,8.6894245
32031,23.752249
32033,33.742054
32510,27.891138
33001,37.707466
33003,23.395618
33005,25.688873
33007,56.210045
33009,24.948111
33011,47.589081
33013,33.01963
33015,44.727486
33017,30.699738
33019,27.522369
34001,33.189613
34003,59.827263
34005,39.716797
34007,46.529884
34009,48.543968
34011,34.31739
34013,43.513351
34015,47.211174
34017,53.026134
34019,50.375362
34021,44.742947
34023,49.846474
34025,53.164814
34027,51.240551
34029,43.448158
34031,43.364845
34033,29.325891
34035,47.880798
34037,44.066536
34039,57.999123
34041,44.089527
35001,46.792336
35003,22.86298
35005,55.430367
35006,50.014336
35007,58.765003
35009,55.678894
35011,90.397446
35013,60.200001
35015,67.142944
35017,63.96331
35019,92.389336
35021,102.28201
35023,76.481483
35025,66.581482
