,index,0
1639,48333.0,12
1640,27079.0,18
1641,26115.0,27
1642,,1
1643,,1
1644,,1
1645,19171.0,9
1646,40117.0,11
1647,,1
1648,27139.0,10
1649,20177.0,50
1650,1071.0,29
1651,55073.0,29
1652,29079.0,11
1653,,1
1654,,1
1655,5039.0,7
1656,53025.0,5
1657,13137.0,8
1658,,1
1659,37001.0,30
1660,29131.0,13
1661,42117.0,30
1662,39131.0,10
1663,20019.0,6
1664,50011.0,25
1665,8095.0,4
1666,,1
1667,5067.0,12
1668,,1
1669,,1
1670,5055.0,9
1671,,1
1672,,1
1673,,1
1674,39081.0,35
1675,,1
1676,51161.0,9
1677,,1
1678,17187.0,16
1679,6045.0,12
1680,19087.0,17
1681,51111.0,8
1682,,1
1683,37101.0,33
1684,13027.0,6
1685,,1
1686,27021.0,7
1687,,1
1688,19163.0,46
1689,56005.0,4
1690,20133.0,16
1691,54045.0,8
1692,6083.0,34
1693,19077.0,19
1694,17123.0,13
1695,,1
1696,,1
1697,17015.0,10
1698,37169.0,13
1699,17173.0,18
1700,,1
1701,,1
1702,1101.0,39
1703,35015.0,10
1704,13077.0,16
1705,,1
1706,12111.0,12
1707,47179.0,26
1708,51021.0,3
1709,55087.0,33
1710,42021.0,91
1711,48107.0,3
1712,,1
1713,40069.0,9
1714,47001.0,23
1715,28129.0,5
1716,,1
1717,,1
1718,18029.0,20
1719,17021.0,23
1720,29177.0,18
1721,8015.0,4
1722,,1
1723,18049.0,14
1724,29063.0,6
1725,39171.0,18
1726,,1
1727,,1
1728,,1
1729,1113.0,19
1730,22061.0,11
1731,18119.0,12
1732,9007.0,50
1733,26013.0,4
1734,5033.0,12
1735,,1
1736,13271.0,5
1737,19001.0,8
1738,21069.0,12
1739,21227.0,26
1740,19047.0,13
1741,29175.0,26
1742,12001.0,22
1743,18095.0,43
1744,,1
1745,55021.0,24
1746,8069.0,23
1747,,1
1748,,1
1749,20043.0,14
1750,54051.0,7
1751,47181.0,6
1752,,1
1753,20169.0,19
1754,40135.0,21
1755,,1
1756,4003.0,24
1757,,1
1758,,1
1759,21059.0,26
1760,18077.0,17
1761,,1
1762,,1
1763,51193.0,2
1764,37123.0,8
1765,12053.0,4
1766,,1
1767,,1
1768,40131.0,14
1769,,1
1770,29229.0,16
1771,,1
1772,40095.0,8
1773,13019.0,6
1774,,1
1775,,1
1776,55117.0,38
1777,,1
1778,36105.0,24
1779,,1
1780,,1
1781,47185.0,8
1782,,1
1783,5093.0,11
1784,27023.0,9
1785,36057.0,17
1786,6021.0,7
1787,51059.0,30
1788,,1
1789,,1
1790,48375.0,9
1791,54035.0,14
1792,1105.0,9
1793,41071.0,20
1794,50001.0,16
1795,,1
1796,42081.0,58
1797,,1
1798,37033.0,10
1799,18041.0,15
1800,20099.0,17
1801,12071.0,27
1802,18023.0,20
1803,29147.0,12
1804,31185.0,5
1805,29163.0,11
1806,30007.0,1
1807,5091.0,16
1808,20045.0,19
1809,38035.0,12
1810,48435.0,2
1811,28045.0,8
1812,,1
1813,37105.0,10
1814,25005.0,121
1815,,1
1816,,1
1817,48185.0,12
1818,21105.0,7
1819,27133.0,4
1820,48279.0,6
1821,29113.0,10
1822,38097.0,8
1823,,1
1824,,1
1825,55111.0,22
1826,,1
1827,,1
1828,27155.0,8
1829,31175.0,5
1830,13317.0,5
1831,48391.0,2
1832,13165.0,7
1833,18043.0,38
1834,46023.0,8
1835,32031.0,29
1836,,1
1837,,1
1838,19025.0,16
1839,,1
1840,28139.0,8
1841,,1
1842,36117.0,19
1843,,1
1844,17105.0,25
1845,26069.0,12
1846,55107.0,11
1847,33017.0,18
1848,20035.0,20
1849,12133.0,4
1850,,1
1851,5007.0,32
1852,54005.0,7
1853,19057.0,13
1854,,1
1855,,1
1856,25025.0,44
1857,41005.0,22
1858,,1
1859,,1
1860,,1
1861,19131.0,5
1862,,1
1863,,1
1864,,1
1865,5015.0,14
1866,36031.0,20
1867,45077.0,21
1868,47051.0,11
1869,27015.0,8
1870,,1
1871,,1
1872,29117.0,14
1873,40147.0,12
1874,27149.0,4
1875,29003.0,11
1876,26003.0,6
1877,29053.0,10
1878,22081.0,6
1879,51005.0,10
1880,13065.0,1
1881,6087.0,10
1882,,1
1883,17017.0,14
1884,6013.0,33
1885,40091.0,7
1886,16059.0,7
1887,39111.0,19
1888,,1
1889,51069.0,11
1890,48329.0,11
1891,,1
1892,,1
1893,,1
1894,53041.0,22
1895,21119.0,7
1896,,1
1897,,1
1898,,1
1899,,1
1900,27083.0,8
1901,,1
1902,19127.0,24
1903,13195.0,7
1904,,1
1905,42035.0,18
1906,,1
1907,,1
1908,,1
1909,,1
1910,,1
1911,38017.0,24
1912,46061.0,7
1913,27011.0,2
1914,38099.0,9
1915,5059.0,10
1916,48493.0,12
1917,29217.0,19
1918,46087.0,6
1919,,1
1920,18055.0,24
1921,1051.0,11
1922,26141.0,7
1923,,1
1924,27039.0,6
1925,,1
1926,13233.0,14
1927,,1
1928,55137.0,11
1929,51141.0,7
1930,26037.0,28
1931,19075.0,12
1932,31169.0,6
1933,48445.0,5
1934,6007.0,29
1935,48365.0,16
1936,,1
1937,,1
1938,,1
1939,29037.0,19
1940,,1
1941,4015.0,11
1942,1123.0,7
1943,19165.0,11
1944,,1
1945,51191.0,17
1946,,1
1947,,1
1948,54071.0,7
1949,,1
1950,37019.0,9
1951,,1
1952,1045.0,15
1953,20067.0,2
1954,35031.0,3
1955,20011.0,26
1956,21153.0,4
1957,8011.0,6
1958,29093.0,11
1959,21049.0,11
1960,48135.0,16
1961,48191.0,7
1962,4005.0,12
1963,27147.0,20
1964,1009.0,14
1965,37039.0,8
1966,,1
1967,42007.0,51
1968,5073.0,3
1969,6033.0,6
1970,48331.0,24
1971,,1
1972,48503.0,15
1973,21127.0,3
1974,,1
1975,,1
1976,,1
1977,33005.0,32
1978,13135.0,28
1979,47125.0,12
1980,48225.0,18
1981,,1
1982,40071.0,20
1983,12049.0,4
1984,1055.0,26
1985,,1
1986,38053.0,1
1987,,1
1988,22083.0,5
1989,,1
1990,,1
1991,,1
1992,55135.0,27
1993,,1
1994,45071.0,14
1995,17147.0,15
1996,4017.0,10
1997,26133.0,16
1998,21159.0,2
1999,,1
2000,,1
2001,21095.0,12
2002,27071.0,9
2003,,1
2004,29011.0,8
2005,37073.0,5
2006,20061.0,9
2007,,1
2008,,1
2009,28035.0,19
2010,13217.0,17
2011,13145.0,4
2012,47073.0,13
2013,31039.0,4
2014,,1
2015,,1
2016,,1
2017,48239.0,7
2018,56043.0,1
2019,48463.0,4
2020,,1
2021,40065.0,12
2022,39091.0,19
2023,,1
2024,28019.0,7
2025,23003.0,24
2026,,1
2027,39005.0,23
2028,,1
2029,28087.0,11
2030,,1
2031,13273.0,4
2032,,1
2033,,1
2034,40027.0,34
2035,,1
2036,21145.0,18
2037,,1
2038,45081.0,6
2039,,1
2040,28147.0,4
2041,51023.0,10
2042,27005.0,5
2043,18059.0,13
2044,,1
2045,,1
2046,41057.0,6
2047,13131.0,11
2048,,1
2049,34013.0,56
2050,,1
2051,,1
2052,27035.0,17
2053,,1
2054,51077.0,13
2055,,1
2056,17107.0,17
2057,,1
2058,5071.0,14
2059,,1
2060,,1
2061,,1
2062,29123.0,6
2063,,1
2064,,1
2065,,1
2066,45011.0,8
2067,53055.0,4
2068,,1
2069,12079.0,4
2070,20155.0,18
2071,,1
2072,40111.0,26
2073,18065.0,23
2074,5045.0,21
2075,40133.0,17
2076,21173.0,8
2077,,1
2078,41003.0,7
2079,28149.0,20
2080,,1
2081,40001.0,6
2082,51051.0,7
2083,48021.0,15
2084,,1
2085,,1
2086,,1
2087,,1
2088,,1
2089,13291.0,8
2090,,1
2091,,1
2092,20049.0,8
2093,51009.0,5
2094,,1
2095,19125.0,27
2096,18063.0,18
2097,,1
2098,20015.0,16
2099,,1
2100,,1
2101,,1
2102,36013.0,44
2103,,1
2104,6061.0,24
2105,,1
2106,,1
2107,,1
2108,39167.0,35
2109,12023.0,11
2110,37111.0,18
2111,,1
2112,,1
2113,,1
2114,12061.0,4
2115,22067.0,7
2116,18171.0,9
2117,13171.0,7
2118,13073.0,8
2119,27025.0,10
2120,,1
2121,48337.0,16
2122,13063.0,21
2123,13301.0,2
2124,13161.0,2
2125,,1
2126,,1
2127,,1
2128,21009.0,7
2129,26151.0,24
2130,5147.0,7
2131,,1
2132,40009.0,9
2133,,1
2134,23023.0,9
2135,16055.0,15
2136,,1
2137,,1
2138,,1
2139,20089.0,7
2140,,1
2141,48415.0,9
2142,17179.0,33
2143,,1
2144,46011.0,6
2145,,1
2146,8021.0,8
2147,42047.0,9
2148,19189.0,7
2149,1037.0,13
2150,39121.0,16
2151,13055.0,9
2152,53035.0,20
2153,,1
2154,36059.0,53
2155,17149.0,20
2156,,1
2157,37013.0,16
2158,,1
2159,19111.0,22
2160,,1
2161,38037.0,5
2162,48467.0,22
2163,40041.0,8
2164,,1
2165,37113.0,19
2166,,1
2167,26107.0,11
2168,,1
2169,30047.0,8
2170,,1
2171,51097.0,3
2172,,1
2173,21067.0,27
2174,,1
2175,26063.0,14
2176,,1
2177,48187.0,16
2178,47097.0,4
2179,,1
2180,34035.0,29
2181,13037.0,5
2182,,1
2183,44009.0,33
2184,26073.0,26
2185,26099.0,56
2186,41027.0,9
2187,48425.0,3
2188,17153.0,6
2189,45023.0,16
2190,22063.0,9
2191,,1
2192,39013.0,32
2193,,1
2194,18011.0,29
2195,,1
2196,,1
2197,54049.0,37
2198,,1
2199,,1
2200,26035.0,8
2201,44003.0,36
2202,,1
2203,27037.0,42
2204,39065.0,18
2205,45069.0,13
2206,26093.0,12
2207,,1
2208,19149.0,8
2209,,1
2210,28121.0,14
2211,46069.0,3
2212,53045.0,8
2213,31017.0,3
2214,48369.0,2
2215,,1
2216,48055.0,9
2217,13281.0,1
2218,36111.0,64
2219,24003.0,45
2220,,1
2221,24045.0,10
2222,33003.0,9
2223,36115.0,26
2224,51147.0,4
2225,,1
2226,,1
2227,5027.0,11
2228,40089.0,14
2229,,1
2230,40067.0,7
2231,13109.0,6
2232,,1
2233,5009.0,12
2234,,1
2235,17003.0,5
2236,51195.0,7
2237,40023.0,8
2238,22121.0,2
2239,48133.0,12
2240,40017.0,13
2241,39027.0,17
2242,35003.0,1
2243,39143.0,26
2244,54103.0,9
2245,17033.0,16
2246,,1
2247,13279.0,12
2248,,1
2249,,1
2250,,1
2251,,1
2252,48299.0,6
2253,51019.0,18
2254,37097.0,25
2255,21171.0,10
2256,,1
2257,13017.0,9
2258,47071.0,14
2259,,1
2260,53043.0,12
2261,,1
2262,,1
2263,,1
2264,55017.0,27
2265,37009.0,15
2266,,1
2267,46105.0,7
2268,,1
2269,5047.0,17
2270,,1
2271,,1
2272,,1
2273,13105.0,11
2274,16029.0,3
2275,1033.0,21
2276,54021.0,3
2277,,1
2278,,1
2279,54053.0,15
2280,,1
2281,,1
2282,18173.0,21
2283,12107.0,11
2284,26049.0,68
2285,13169.0,7
2286,56001.0,6
2287,42033.0,41
2288,40145.0,11
2289,,1
2290,,1
2291,,1
2292,28007.0,14
2293,20051.0,6
2294,,1
2295,51083.0,16
2296,,1
2297,,1
2298,,1
2299,28043.0,6
2300,6049.0,3
2301,28113.0,26
2302,48265.0,8
2303,19099.0,29
2304,8101.0,26
2305,48421.0,4
2306,,1
2307,29203.0,4
2308,31177.0,8
2309,,1
2310,,1
2311,,1
2312,12085.0,8
2313,30009.0,4
2314,,1
2315,,1
2316,,1
2317,,1
2318,,1
2319,,1
2320,,1
2321,28077.0,4
2322,,1
2323,8005.0,19
2324,31131.0,13
2325,20087.0,8
2326,,1
2327,,1
2328,,1
2329,,1
2330,,1
2331,,1
2332,,1
2333,,1
2334,,1
2335,48003.0,2
2336,28101.0,11
2337,13069.0,15
2338,56017.0,3
2339,23029.0,29
2340,19159.0,13
2341,,1
2342,13295.0,13
2343,,1
2344,,1
2345,26109.0,16
2346,,1
2347,51143.0,18
2348,13013.0,9
2349,17183.0,45
2350,23013.0,15
2351,,1
2352,,1
2353,12005.0,9
2354,27097.0,6
2355,,1
2356,,1
2357,,1
2358,,1
2359,51187.0,13
2360,16005.0,16
2361,18117.0,7
2362,,1
2363,,1
2364,40149.0,11
2365,,1
2366,,1
2367,,1
2368,,1
2369,,1
2370,,1
2371,49033.0,3
2372,,1
2373,40123.0,17
2374,,1
2375,,1
2376,,1
2377,,1
2378,,1
2379,17129.0,8
2380,20069.0,4
2381,,1
2382,13223.0,8
2383,27161.0,13
2384,,1
2385,,1
2386,,1
2387,50017.0,19
2388,29007.0,8
2389,,1
2390,,1
2391,39043.0,23
2392,,1
2393,,1
2394,5053.0,7
2395,,1
2396,,1
2397,,1
2398,,1
2399,,1
2400,,1
2401,39057.0,35
2402,29105.0,18
2403,28111.0,8
2404,,1
2405,,1
2406,,1
2407,1117.0,13
2408,17159.0,12
2409,,1
2410,,1
2411,,1
2412,,1
2413,,1
2414,1133.0,13
2415,51093.0,9
2416,,1
2417,,1
2418,46083.0,3
2419,56027.0,2
2420,13001.0,8
2421,,1
2422,34011.0,20
2423,19055.0,12
2424,,1
2425,18139.0,13
2426,,1
2427,,1
2428,13095.0,12
2429,22109.0,15
2430,,1
2431,48059.0,12
2432,,1
2433,48099.0,11
2434,,1
2435,47101.0,3
2436,,1
2437,,1
2438,28163.0,15
2439,,1
2440,22047.0,6
2441,20063.0,3
2442,,1
2443,37161.0,22
2444,6089.0,13
2445,,1
2446,,1
2447,17067.0,12
2448,5003.0,14
2449,49039.0,11
2450,51105.0,11
2451,39051.0,13
2452,21197.0,4
2453,,1
2454,48483.0,6
2455,20157.0,13
2456,39133.0,32
2457,,1
2458,37125.0,17
2459,,1
2460,,1
2461,,1
2462,,1
2463,,1
2464,,1
2465,,1
2466,18165.0,12
2467,,1
2468,,1
2469,20205.0,15
2470,,1
2471,48227.0,7
2472,5135.0,4
2473,21075.0,5
2474,,1
2475,51109.0,7
2476,29017.0,4
2477,13193.0,14
2478,22053.0,20
2479,51137.0,12
2480,,1
2481,27109.0,20
2482,48449.0,8
2483,,1
2484,19043.0,21
2485,,1
2486,,1
2487,17013.0,5
2488,,1
2489,29103.0,8
2490,55081.0,20
2491,21047.0,27
2492,,1
2493,29225.0,17
2494,51063.0,9
2495,29027.0,13
2496,20151.0,9
2497,,1
2498,13251.0,14
2499,,1
2500,,1
2501,,1
2502,40015.0,16
2503,39105.0,20
2504,,1
2505,,1
2506,54089.0,8
2507,47029.0,8
2508,32023.0,2
2509,21229.0,5
2510,20125.0,34
2511,13227.0,12
2512,12063.0,31
2513,,1
2514,,1
2515,51131.0,4
2516,,1
2517,12059.0,13
2518,,1
2519,,1
2520,47035.0,5
2521,5049.0,3
2522,,1
2523,,1
2524,,1
2525,24015.0,20
2526,17145.0,13
2527,38079.0,5
2528,28115.0,14
2529,,1
2530,48209.0,12
2531,18131.0,5
2532,,1
2533,,1
2534,,1
2535,,1
2536,,1
2537,47165.0,26
2538,,1
2539,,1
2540,21099.0,7
2541,,1
2542,,1
2543,20097.0,3
2544,21207.0,10
2545,,1
2546,1035.0,5
2547,18033.0,14
2548,,1
2549,18169.0,20
2550,,1
2551,5141.0,14
2552,,1
2553,31137.0,5
2554,47189.0,21
2555,23021.0,10
2556,39115.0,5
2557,29091.0,20
2558,,1
2559,20033.0,7
2560,,1
2561,,1
2562,,1
2563,18075.0,24
2564,,1
2565,29129.0,4
2566,28073.0,4
2567,48477.0,13
2568,45075.0,22
2569,16051.0,7
2570,17045.0,11
2571,,1
2572,29065.0,12
2573,5115.0,14
2574,21103.0,9
2575,22051.0,14
2576,,1
2577,55023.0,17
2578,45009.0,5
2579,28009.0,5
2580,21131.0,3
2581,,1
2582,40033.0,5
2583,,1
2584,,1
2585,55051.0,2
2586,,1
2587,48045.0,2
2588,,1
2589,,1
2590,,1
2591,18161.0,7
2592,,1
2593,38077.0,6
2594,13269.0,2
2595,,1
2596,,1
2597,13057.0,25
2598,18101.0,6
2599,,1
2600,,1
2601,,1
2602,,1
2603,5089.0,5
2604,17057.0,35
2605,22001.0,20
2606,39129.0,15
2607,13039.0,2
2608,26149.0,23
2609,,1
2610,,1
2611,26089.0,10
2612,48429.0,6
2613,47005.0,7
2614,16007.0,6
2615,,1
2616,,1
2617,,1
2618,,1
2619,46057.0,5
2620,47055.0,13
2621,37175.0,7
2622,,1
2623,22113.0,16
2624,,1
2625,32009.0,1
2626,,1
2627,24041.0,10
2628,,1
2629,35005.0,20
2630,,1
2631,36051.0,22
2632,,1
2633,28037.0,6
2634,31011.0,8
2635,20003.0,22
2636,29125.0,9
2637,29169.0,7
2638,,1
2639,,1
2640,55141.0,28
2641,42031.0,23
2642,20141.0,4
2643,48013.0,8
2644,,1
2645,,1
2646,,1
2647,13047.0,7
2648,39055.0,11
2649,48371.0,1
2650,8003.0,1
2651,51031.0,9
2652,,1
2653,,1
2654,42023.0,3
2655,,1
2656,1005.0,15
2657,,1
2658,,1
2659,19157.0,10
2660,20013.0,12
2661,,1
2662,8107.0,3
2663,46003.0,1
2664,19073.0,15
2665,,1
2666,17135.0,17
2667,20001.0,12
2668,54029.0,16
2669,,1
2670,,1
2671,,1
2672,,1
2673,,1
2674,,1
2675,,1
2676,,1
2677,,1
2678,13051.0,28
2679,,1
2680,,1
2681,,1
2682,13031.0,15
2683,13179.0,5
2684,39021.0,23
2685,,1
2686,29055.0,11
2687,26057.0,22
2688,,1
2689,54009.0,9
2690,21201.0,2
2691,,1
2692,,1
2693,13125.0,2
2694,,1
2695,,1
2696,,1
2697,20161.0,9
2698,20079.0,18
2699,,1
2700,,1
2701,20191.0,21
2702,39101.0,17
2703,,1
2704,,1
2705,,1
2706,,1
2707,,1
2708,54017.0,7
2709,18079.0,13
2710,,1
2711,,1
2712,,1
2713,,1
2714,29001.0,15
2715,53005.0,16
2716,,1
2717,,1
2718,,1
2719,55131.0,17
2720,41061.0,8
2721,,1
2722,38009.0,7
2723,19135.0,9
2724,,1
2725,21115.0,5
2726,37135.0,11
2727,26019.0,5
2728,,1
2729,,1
2730,55057.0,7
2731,28029.0,12
2732,12003.0,5
2733,1075.0,14
2734,,1
2735,,1
2736,,1
2737,,1
2738,,1
2739,30003.0,3
2740,29221.0,7
2741,,1
2742,49023.0,4
2743,,1
2744,,1
2745,49055.0,3
2746,,1
2747,,1
2748,12015.0,20
2749,39137.0,16
2750,,1
2751,,1
2752,20149.0,20
2753,,1
2754,,1
2755,48497.0,16
2756,37099.0,5
2757,,1
2758,18145.0,17
2759,,1
2760,,1
2761,45047.0,13
2762,,1
2763,,1
2764,12109.0,8
2765,20171.0,4
2766,31117.0,2
2767,40139.0,8
2768,37127.0,11
2769,,1
2770,56003.0,7
2771,,1
2772,,1
2773,,1
2774,34017.0,19
2775,29029.0,7
2776,,1
2777,,1
2778,,1
2779,,1
2780,,1
2781,36033.0,13
2782,51041.0,11
2783,12123.0,7
2784,,1
2785,29059.0,4
2786,39033.0,25
2787,,1
2788,27047.0,13
2789,,1
2790,38057.0,4
2791,,1
2792,,1
2793,42053.0,5
2794,5019.0,6
2795,,1
2796,51075.0,8
2797,,1
2798,56037.0,11
2799,1111.0,9
2800,,1
2801,,1
2802,,1
2803,,1
2804,,1
2805,21189.0,4
2806,,1
2807,,1
2808,,1
2809,,1
2810,,1
2811,,1
2812,,1
2813,,1
2814,,1
2815,,1
2816,,1
2817,,1
2818,40021.0,15
2819,,1
2820,,1
2821,,1
2822,47139.0,8
2823,,1
2824,56007.0,4
2825,,1
2826,37121.0,6
2827,1121.0,21
2828,39163.0,11
2829,,1
2830,,1
2831,28031.0,5
2832,,1
2833,5149.0,12
2834,,1
2835,,1
2836,8061.0,2
2837,,1
2838,,1
2839,13239.0,2
2840,,1
2841,,1
2842,39165.0,31
2843,,1
2844,40011.0,8
2845,55119.0,4
2846,,1
2847,1115.0,19
2848,,1
2849,,1
2850,,1
2851,,1
2852,48307.0,16
2853,,1
2854,,1
2855,,1
2856,,1
2857,,1
2858,2170.0,2
2859,,1
2860,19081.0,8
2861,,1
2862,,1
2863,5127.0,3
2864,29061.0,10
2865,47143.0,10
2866,,1
2867,,1
2868,,1
2869,,1
2870,,1
2871,37149.0,8
2872,,1
2873,54057.0,4
2874,,1
2875,46121.0,2
2876,17101.0,11
2877,,1
2878,,1
2879,48387.0,11
2880,19017.0,10
2881,,1
2882,,1
2883,,1
2884,,1
2885,,1
2886,22105.0,10
2887,,1
2888,,1
2889,,1
2890,29073.0,8
2891,,1
2892,,1
2893,,1
2894,51175.0,4
2895,25007.0,4
2896,,1
2897,42131.0,11
2898,13245.0,36
2899,,1
2900,,1
2901,,1
2902,,1
2903,,1
2904,,1
2905,,1
2906,31037.0,11
2907,,1
2908,,1
2909,,1
2910,17091.0,21
2911,27173.0,13
2912,,1
2913,,1
2914,46009.0,11
2915,,1
2916,27103.0,7
2917,,1
2918,,1
2919,48031.0,7
2920,,1
2921,,1
2922,29119.0,6
2923,,1
2924,37141.0,9
2925,,1
2926,,1
2927,,1
2928,,1
2929,,1
2930,37129.0,28
2931,,1
2932,37023.0,24
2933,,1
2934,,1
2935,,1
2936,,1
2937,,1
2938,,1
2939,,1
2940,,1
2941,,1
2942,,1
2943,,1
2944,26015.0,26
2945,,1
2946,,1
2947,1065.0,6
2948,,1
2949,51119.0,3
2950,,1
2951,,1
2952,,1
2953,28053.0,4
2954,,1
2955,1013.0,10
2956,,1
2957,22007.0,1
2958,21125.0,20
2959,13229.0,10
2960,,1
2961,,1
2962,18143.0,11
2963,,1
2964,,1
2965,6031.0,10
2966,,1
2967,17181.0,11
2968,,1
2969,19139.0,17
2970,20107.0,6
2971,,1
2972,,1
2973,51197.0,6
2974,48291.0,12
2975,48219.0,7
2976,42113.0,9
2977,1083.0,21
2978,,1
2979,27041.0,15
2980,42093.0,5
2981,,1
2982,,1
2983,,1
2984,,1
2985,,1
2986,,1
2987,,1
2988,,1
2989,,1
2990,8049.0,2
2991,47155.0,17
2992,,1
2993,,1
2994,13235.0,3
2995,,1
2996,,1
2997,47089.0,13
2998,,1
2999,,1
3000,21071.0,7
3001,,1
3002,20195.0,1
3003,49011.0,16
3004,,1
3005,54013.0,6
3006,,1
3007,,1
3008,,1
3009,29153.0,9
3010,,1
3011,,1
3012,26051.0,6
3013,41041.0,7
3014,,1
3015,30013.0,23
3016,,1
3017,,1
3018,,1
3019,48315.0,9
3020,,1
3021,,1
3022,,1
3023,35017.0,6
3024,24009.0,7
3025,37147.0,13
3026,13247.0,5
3027,,1
3028,,1
3029,19183.0,16
3030,,1
3031,1019.0,5
3032,,1
3033,,1
3034,,1
3035,48129.0,9
3036,,1
3037,,1
3038,,1
3039,48137.0,1
3040,,1
3041,28063.0,3
3042,51099.0,1
3043,,1
3044,37109.0,17
3045,,1
3046,,1
3047,,1
3048,26061.0,16
3049,,1
3050,,1
3051,47047.0,3
3052,,1
3053,38045.0,3
3054,,1
3055,,1
3056,48321.0,8
3057,19069.0,6
3058,21235.0,13
3059,21163.0,9
3060,28089.0,8
3061,,1
3062,,1
3063,,1
3064,,1
3065,,1
3066,,1
3067,13011.0,4
3068,49037.0,4
3069,5029.0,12
3070,31067.0,13
3071,,1
3072,,1
3073,,1
3074,,1
3075,,1
3076,35059.0,1
3077,,1
3078,55013.0,2
3079,31111.0,22
3080,27125.0,3
3081,,1
3082,29159.0,16
3083,,1
3084,,1
3085,,1
3086,,1
3087,,1
3088,,1
3089,,1
3090,48169.0,2
3091,16063.0,4
3092,4007.0,8
3093,20057.0,10
3094,,1
3095,,1
3096,,1
3097,,1
3098,8055.0,3
3099,,1
3100,47173.0,9
3101,45091.0,26
3102,17125.0,10
3103,,1
3104,22119.0,14
3105,28109.0,10
3106,,1
3107,,1
3108,47083.0,3
3109,,1
3110,53049.0,13
3111,49051.0,7
3112,,1
3113,,1
3114,17165.0,17
3115,,1
3116,,1
3117,28033.0,14
3118,50019.0,12
3119,,1
3120,,1
3121,,1
3122,,1
3123,,1
3124,16047.0,4
3125,26047.0,10
3126,,1
3127,,1
3128,,1
3129,,1
3130,13111.0,7
3131,21217.0,8
3132,,1
3133,,1
3134,,1
3135,,1
3136,,1
3137,,1
3138,12039.0,6
3139,,1
3140,19093.0,5
3141,,1
3142,,1
3143,,1
3144,,1
3145,8085.0,6
3146,,1
3147,,1
3148,,1
3149,,1
3150,,1
3151,,1
3152,,1
3153,13029.0,4
3154,48159.0,6
3155,,1
3156,,1
3157,,1
3158,47095.0,1
3159,,1
3160,,1
3161,20017.0,2
3162,47135.0,4
3163,,1
3164,,1
3165,16003.0,2
3166,48403.0,16
3167,,1
3168,,1
3169,,1
3170,55113.0,5
3171,,1
3172,20137.0,7
3173,47007.0,2
3174,,1
3175,,1
3176,,1
3177,,1
3178,27143.0,4
3179,,1
3180,30031.0,14
3181,31097.0,3
3182,,1
3183,37077.0,9
3184,,1
3185,46135.0,6
3186,55109.0,12
3187,19031.0,12
3188,,1
3189,4012.0,1
3190,,1
3191,28021.0,4
3192,,1
3193,29111.0,11
3194,,1
3195,,1
3196,13207.0,5
3197,,1
3198,54073.0,9
3199,,1
3200,,1
3201,30091.0,2
3202,,1
3203,21195.0,6
3204,40079.0,10
3205,13303.0,7
3206,35025.0,6
3207,,1
3208,5099.0,11
3209,46045.0,3
3210,40061.0,9
3211,,1
3212,,1
3213,55033.0,12
3214,31125.0,7
3215,6109.0,10
3216,,1
3217,,1
3218,5111.0,12
3219,17077.0,16
3220,13297.0,10
3221,13289.0,2
3222,28159.0,10
3223,,1
3224,31035.0,2
3225,26105.0,15
3226,,1
3227,,1
3228,49003.0,18
3229,,1
3230,,1
3231,,1
3232,,1
3233,,1
3234,,1
3235,37007.0,15
3236,,1
3237,,1
3238,,1
3239,,1
3240,54031.0,6
3241,,1
3242,51155.0,14
3243,48183.0,12
3244,,1
3245,21225.0,8
3246,,1
3247,,1
3248,48095.0,2
3249,51121.0,18
3250,,1
3251,17041.0,11
3252,,1
3253,47033.0,7
3254,19133.0,8
3255,,1
3256,,1
3257,,1
3258,,1
3259,,1
3260,31133.0,7
3261,,1
3262,,1
3263,19065.0,15
3264,,1
3265,29137.0,9
3266,21089.0,15
3267,,1
3268,19129.0,16
3269,28071.0,10
3270,29039.0,7
3271,,1
3272,,1
3273,12055.0,7
3274,,1
3275,,1
3276,31033.0,3
3277,,1
3278,,1
3279,,1
3280,4027.0,10
3281,,1
3282,,1
3283,,1
3284,1001.0,5
3285,,1
3286,6079.0,31
3287,,1
3288,,1
3289,,1
3290,,1
3291,,1
3292,,1
3293,,1
3294,39149.0,13
3295,20207.0,7
3296,38061.0,4
3297,,1
3298,,1
3299,,1
3300,37079.0,5
3301,,1
3302,,1
3303,,1
3304,37187.0,4
3305,48367.0,16
3306,,1
3307,26095.0,3
3308,48395.0,6
3309,,1
3310,,1
3311,17027.0,10
3312,,1
3313,,1
3314,,1
3315,,1
3316,,1
3317,48281.0,6
3318,,1
3319,,1
3320,,1
3321,,1
3322,53069.0,1
3323,,1
3324,13261.0,10
3325,18071.0,18
3326,13023.0,6
3327,,1
3328,,1
3329,,1
3330,19167.0,11
3331,13123.0,8
3332,,1
3333,,1
3334,48237.0,4
3335,,1
3336,,1
3337,,1
3338,17109.0,16
3339,,1
3340,,1
3341,29215.0,21
3342,,1
3343,,1
3344,45067.0,7
3345,13119.0,8
3346,,1
3347,37131.0,3
3348,40059.0,3
3349,,1
3350,22117.0,10
3351,37091.0,1
3352,,1
3353,,1
3354,,1
3355,22099.0,8
3356,,1
3357,17157.0,17
3358,,1
3359,,1
3360,,1
3361,,1
3362,,1
3363,,1
3364,,1
3365,16071.0,3
3366,,1
3367,47129.0,7
3368,,1
3369,51061.0,12
3370,,1
3371,,1
3372,,1
3373,,1
