,index,0
493,39069.0,16
494,16079.0,7
495,47031.0,11
496,29069.0,10
497,41039.0,47
498,39059.0,24
499,34039.0,60
500,,1
501,27095.0,5
502,29107.0,29
503,5085.0,13
504,19143.0,6
505,26067.0,26
506,29097.0,57
507,39037.0,22
508,23017.0,23
509,41051.0,176
510,40115.0,11
511,39151.0,111
512,37067.0,70
513,,1
514,45079.0,38
515,12083.0,42
516,39085.0,28
517,36025.0,35
518,48167.0,38
519,54061.0,17
520,29205.0,11
521,29095.0,164
522,,1
523,55105.0,47
524,13115.0,32
525,13009.0,5
526,42119.0,13
527,17001.0,32
528,,1
529,36071.0,46
530,,1
531,34005.0,106
532,8071.0,6
533,,1
534,,1
535,48203.0,28
536,,1
537,24021.0,57
538,10003.0,58
539,12069.0,22
540,,1
541,,1
542,46035.0,9
543,48381.0,41
544,48485.0,30
545,,1
546,36037.0,27
547,42037.0,36
548,48453.0,65
549,,1
550,54043.0,11
551,22093.0,5
552,20113.0,18
553,,1
554,8001.0,18
555,,1
556,35041.0,6
557,6047.0,30
558,18163.0,62
559,17019.0,42
560,18051.0,17
561,,1
562,13321.0,8
563,27057.0,8
564,17189.0,7
565,39113.0,144
566,27049.0,21
567,22013.0,10
568,13129.0,7
569,,1
570,,1
571,42095.0,126
572,6011.0,6
573,31121.0,10
574,18053.0,36
575,6063.0,3
576,29121.0,13
577,12087.0,3
578,29109.0,22
579,35049.0,27
580,25013.0,103
581,,1
582,36043.0,32
583,33001.0,15
584,28091.0,12
585,,1
586,54037.0,12
587,13285.0,19
588,37057.0,25
589,,1
590,36113.0,22
591,,1
592,,1
593,51153.0,23
594,40031.0,14
595,55009.0,39
596,1127.0,23
597,13205.0,4
598,,1
599,,1
600,6073.0,161
601,26017.0,32
602,,1
603,,1
604,40075.0,13
605,,1
606,6099.0,46
607,48349.0,25
608,,1
609,26005.0,35
610,21123.0,6
611,19079.0,10
612,23025.0,31
613,40043.0,6
614,18167.0,69
615,12091.0,18
616,45013.0,27
617,39119.0,43
618,28127.0,8
619,,1
620,,1
621,46081.0,14
622,47171.0,9
623,21135.0,7
624,22049.0,8
625,19027.0,17
626,26087.0,23
627,,1
628,37103.0,4
629,53009.0,8
630,9005.0,40
631,13107.0,12
632,36075.0,54
633,27107.0,3
634,47107.0,16
635,,1
636,,1
637,4025.0,18
638,,1
639,53011.0,34
640,8077.0,21
641,56021.0,19
642,39073.0,14
643,42085.0,42
644,29019.0,21
645,18019.0,29
646,,1
647,51173.0,12
648,36017.0,45
649,18061.0,14
650,,1
651,46013.0,12
652,12121.0,7
653,48041.0,9
654,29197.0,10
655,55043.0,29
656,55095.0,9
657,50025.0,29
658,39001.0,16
659,47087.0,10
660,19153.0,120
661,18179.0,21
662,40049.0,17
663,48441.0,27
664,37191.0,21
665,,1
666,,1
667,26131.0,4
668,24039.0,7
669,,1
670,20105.0,8
671,47113.0,26
672,29051.0,11
673,47059.0,30
674,,1
675,,1
676,20121.0,19
677,1103.0,24
678,18099.0,18
679,,1
680,,1
681,36099.0,14
682,6005.0,12
683,42015.0,53
684,17119.0,60
685,42057.0,8
686,27067.0,12
687,13003.0,7
688,26077.0,61
689,17079.0,19
690,,1
691,17161.0,60
692,,1
693,47027.0,10
694,29015.0,13
695,45041.0,34
696,19155.0,29
697,37085.0,27
698,17185.0,15
699,28065.0,3
700,39169.0,45
701,29181.0,11
702,8009.0,6
703,28153.0,10
704,55071.0,47
705,4023.0,5
706,,1
707,29195.0,9
708,26071.0,11
709,39125.0,10
710,17121.0,21
711,50005.0,29
712,40141.0,10
713,,1
714,42011.0,125
715,42111.0,49
716,47003.0,13
717,,1
718,28041.0,8
719,37151.0,33
720,21179.0,12
721,19169.0,25
722,39053.0,26
723,23031.0,61
724,25015.0,59
725,39079.0,16
726,22069.0,10
727,42125.0,96
728,37045.0,33
729,53077.0,51
730,1015.0,30
731,45037.0,5
732,40097.0,12
733,8123.0,31
734,,1
735,,1
736,,1
737,41045.0,6
738,,1
739,5087.0,9
740,44007.0,157
741,26081.0,99
742,40085.0,6
743,,1
744,,1
745,,1
746,,1
747,16001.0,25
748,13151.0,11
749,,1
750,,1
751,19187.0,28
752,45027.0,8
753,,1
754,,1
755,,1
756,46029.0,8
757,,1
758,,1
759,,1
760,29043.0,11
761,5139.0,22
762,,1
763,,1
764,,1
765,,1
766,1089.0,59
767,27163.0,24
768,19185.0,17
769,,1
770,13015.0,17
771,17137.0,22
772,,1
773,22033.0,54
774,26145.0,56
775,,1
776,8041.0,45
777,,1
778,51107.0,18
779,33007.0,19
780,33019.0,17
781,17055.0,22
782,25017.0,165
783,42009.0,33
784,42075.0,74
785,16087.0,4
786,31139.0,8
787,16067.0,4
788,55027.0,28
789,19039.0,4
790,39173.0,46
791,12119.0,43
792,26127.0,14
793,51003.0,18
794,40137.0,18
795,,1
796,30081.0,11
797,47057.0,7
798,6077.0,73
799,,1
800,34027.0,56
801,26021.0,58
802,20041.0,16
803,,1
804,,1
805,,1
806,,1
807,19179.0,19
808,21093.0,29
809,,1
810,,1
811,38067.0,4
812,,1
813,23005.0,91
814,40019.0,23
815,,1
816,53027.0,18
817,39157.0,27
818,29033.0,8
819,51001.0,14
820,45029.0,12
821,8125.0,5
822,48139.0,28
823,47037.0,62
824,6067.0,130
825,20119.0,3
826,5043.0,6
827,29057.0,6
828,,1
829,21061.0,10
830,9015.0,47
831,,1
832,45031.0,21
833,42115.0,18
834,42039.0,43
835,47153.0,6
836,,1
837,,1
838,36083.0,65
839,47177.0,16
840,6057.0,17
841,29031.0,23
842,40039.0,17
843,48121.0,45
844,36039.0,22
845,55101.0,63
846,13099.0,6
847,,1
848,39123.0,30
849,21073.0,10
850,47045.0,11
851,45045.0,64
852,1129.0,5
853,,1
854,36023.0,32
855,39015.0,15
856,45055.0,16
857,48207.0,6
858,40035.0,8
859,37011.0,5
860,16075.0,4
861,13299.0,15
862,38105.0,6
863,48147.0,22
864,37107.0,18
865,21149.0,10
866,,1
867,51135.0,12
868,,1
869,46115.0,4
870,,1
871,28051.0,7
872,13149.0,7
873,48039.0,41
874,39003.0,41
875,37165.0,5
876,47119.0,20
877,,1
878,34031.0,70
879,28145.0,9
880,17143.0,80
881,48401.0,20
882,47019.0,17
883,36119.0,74
884,31081.0,9
885,24031.0,42
886,48097.0,15
887,18157.0,34
888,38055.0,8
889,1087.0,8
890,26103.0,28
891,,1
892,47093.0,87
893,40109.0,104
894,39139.0,54
895,12073.0,18
896,,1
897,48241.0,9
898,18057.0,26
899,17025.0,8
900,42055.0,37
901,29071.0,37
902,5121.0,15
903,40125.0,30
904,,1
905,47117.0,10
906,20023.0,2
907,26091.0,44
908,22057.0,18
909,27043.0,6
910,34021.0,78
911,31159.0,19
912,45073.0,17
913,51185.0,14
914,12101.0,16
915,18045.0,19
916,28013.0,11
917,37025.0,13
918,,1
919,39127.0,33
920,20139.0,7
921,,1
922,50021.0,31
923,42103.0,9
924,17203.0,24
925,39087.0,24
926,,1
927,17195.0,27
928,37157.0,26
929,45053.0,5
930,19151.0,12
931,41015.0,2
932,,1
933,34029.0,44
934,55035.0,29
935,37145.0,10
936,,1
937,47009.0,33
938,31079.0,26
939,47011.0,19
940,51091.0,4
941,36003.0,32
942,47021.0,8
943,,1
944,19113.0,42
945,48423.0,44
946,,1
947,22127.0,10
948,17133.0,10
949,,1
950,12009.0,43
951,26027.0,11
952,54067.0,14
953,53015.0,16
954,39099.0,45
955,17005.0,16
956,20091.0,29
957,23011.0,45
958,23027.0,23
959,49049.0,58
960,27017.0,8
961,31015.0,4
962,,1
963,22045.0,18
964,17007.0,18
965,13293.0,11
966,37159.0,42
967,16041.0,13
968,48491.0,25
969,29211.0,15
970,22037.0,6
971,17117.0,25
972,48213.0,23
973,42059.0,29
974,21169.0,9
975,38003.0,9
976,,1
977,,1
978,19071.0,10
979,48049.0,21
980,27055.0,14
981,,1
982,42105.0,10
983,42069.0,64
984,,1
985,47131.0,13
986,,1
987,36087.0,33
988,22087.0,7
989,36097.0,8
990,,1
991,48085.0,36
992,21035.0,22
993,49047.0,5
994,,1
995,27129.0,14
996,20185.0,3
997,6071.0,82
998,19061.0,36
999,,1
1000,36095.0,18
1001,22115.0,25
1002,5123.0,4
1003,,1
1004,16019.0,17
1005,39097.0,25
1006,51179.0,5
1007,46103.0,11
1008,,1
1009,,1
1010,42041.0,73
1011,20197.0,7
1012,47085.0,5
1013,48309.0,60
1014,,1
1015,47017.0,22
1016,,1
1017,40057.0,2
1018,,1
1019,53073.0,23
1020,,1
1021,45043.0,18
1022,47053.0,26
1023,29077.0,76
1024,49005.0,17
1025,,1
1026,54087.0,7
1027,54083.0,13
1028,,1
1029,42089.0,23
1030,37163.0,23
1031,,1
1032,36109.0,26
1033,18037.0,14
1034,28123.0,4
1035,18135.0,27
1036,48115.0,6
1037,,1
1038,,1
1039,53037.0,16
1040,22079.0,31
1041,29127.0,18
1042,,1
1043,40087.0,18
1044,45021.0,12
1045,,1
1046,55069.0,6
1047,42051.0,84
1048,,1
1049,5145.0,24
1050,,1
1051,37017.0,12
1052,21113.0,7
1053,55047.0,15
1054,46053.0,4
1055,49053.0,10
1056,6113.0,19
1057,18183.0,8
1058,48355.0,30
1059,46067.0,5
1060,20009.0,10
1061,12095.0,55
1062,47149.0,24
1063,48363.0,13
1064,5041.0,4
1065,18017.0,27
1066,22011.0,15
1067,,1
1068,36009.0,36
1069,47063.0,15
1070,45015.0,14
1071,47099.0,21
1072,18081.0,37
1073,51071.0,9
1074,39075.0,12
1075,,1
1076,40013.0,20
1077,6055.0,24
1078,,1
1079,24001.0,52
1080,42073.0,22
1081,51033.0,9
1082,21017.0,4
1083,30049.0,12
1084,28011.0,5
1085,,1
1086,48123.0,17
1087,,1
1088,18021.0,19
1089,36007.0,90
1090,36063.0,56
1091,,1
1092,,1
1093,,1
1094,,1
1095,,1
1096,41011.0,17
1097,,1
1098,,1
1099,27061.0,14
1100,23019.0,49
1101,50027.0,32
1102,,1
1103,48339.0,20
1104,17099.0,56
1105,,1
1106,18113.0,17
1107,28003.0,18
1108,,1
1109,21031.0,11
1110,40119.0,9
1111,39175.0,5
1112,,1
1113,48439.0,155
1114,,1
1115,13117.0,18
1116,40099.0,8
1117,37021.0,66
1118,,1
1119,13225.0,5
1120,41053.0,11
1121,51149.0,12
1122,22027.0,8
1123,50003.0,15
1124,,1
1125,19049.0,27
1126,,1
1127,54039.0,44
1128,,1
1129,17023.0,21
1130,42127.0,18
1131,,1
1132,41059.0,21
1133,30111.0,11
1134,,1
1135,18005.0,17
1136,12117.0,16
1137,55063.0,37
1138,18067.0,22
1139,1061.0,15
1140,8089.0,7
1141,,1
1142,55083.0,9
1143,41009.0,20
1144,1039.0,22
1145,55059.0,28
1146,21109.0,5
1147,27145.0,40
1148,6053.0,34
1149,26147.0,51
1150,32033.0,3
1151,29047.0,16
1152,37061.0,12
1153,41029.0,32
1154,45085.0,16
1155,1003.0,33
1156,47015.0,10
1157,,1
1158,,1
1159,29009.0,11
1160,5005.0,16
1161,13035.0,8
1162,48447.0,2
1163,13045.0,18
1164,36093.0,26
1165,,1
1166,37049.0,15
1167,,1
1168,48231.0,21
1169,,1
1170,27075.0,3
1171,56033.0,13
1172,17029.0,35
1173,53071.0,17
1174,,1
1175,54099.0,15
1176,20053.0,9
1177,19121.0,7
1178,47159.0,10
1179,55045.0,14
1180,18133.0,16
1181,,1
1182,26159.0,26
1183,12033.0,58
1184,27045.0,27
1185,29167.0,14
1186,,1
1187,18073.0,13
1188,18175.0,19
1189,20145.0,7
1190,51035.0,9
1191,17085.0,22
1192,,1
1193,13097.0,16
1194,45051.0,33
1195,,1
1196,,1
1197,20095.0,10
1198,,1
1199,47151.0,11
1200,21003.0,17
1201,18125.0,21
1202,27171.0,16
1203,,1
1204,41033.0,19
1205,,1
1206,,1
1207,21233.0,14
1208,,1
1209,48473.0,11
1210,54033.0,30
1211,,1
1212,39041.0,22
1213,22077.0,1
1214,53075.0,20
1215,26101.0,9
1216,8075.0,9
1217,37197.0,19
1218,48023.0,4
1219,17043.0,64
1220,34033.0,22
1221,17095.0,36
1222,,1
1223,20031.0,11
1224,25003.0,44
1225,29045.0,10
1226,1059.0,17
1227,54069.0,19
1228,55011.0,18
1229,21083.0,25
1230,42049.0,104
1231,12019.0,17
1232,37195.0,10
1233,,1
1234,29207.0,13
1235,17141.0,22
1236,12127.0,43
1237,39071.0,20
1238,5107.0,6
1239,48499.0,15
1240,48015.0,9
1241,41067.0,25
1242,37089.0,23
1243,,1
1244,45059.0,32
1245,,1
1246,48277.0,27
1247,18155.0,6
1248,18093.0,23
1249,48481.0,13
1250,24019.0,8
1251,27093.0,10
1252,46091.0,5
1253,51117.0,21
1254,29075.0,8
1255,48411.0,8
1256,13157.0,11
1257,,1
1258,21081.0,11
1259,51169.0,25
1260,28107.0,8
1261,,1
1262,19147.0,11
1263,,1
1264,,1
1265,,1
1266,,1
1267,,1
1268,,1
1269,48419.0,26
1270,46051.0,4
1271,47147.0,23
1272,17083.0,11
1273,13021.0,37
1274,,1
1275,,1
1276,17139.0,12
1277,30029.0,13
1278,19117.0,14
1279,41035.0,14
1280,,1
1281,,1
1282,19137.0,11
1283,,1
1284,6111.0,29
1285,21025.0,5
1286,53057.0,21
1287,,1
1288,53067.0,21
1289,12125.0,6
1290,17191.0,22
1291,,1
1292,39023.0,52
1293,,1
1294,17011.0,28
1295,,1
1296,,1
1297,34037.0,14
1298,48035.0,8
1299,19035.0,8
1300,55089.0,19
1301,40045.0,3
1302,42065.0,32
1303,45039.0,14
1304,,1
1305,13113.0,10
1306,,1
1307,22021.0,4
1308,29201.0,9
1309,,1
1310,40003.0,12
1311,34041.0,37
1312,48471.0,14
1313,,1
1314,38071.0,2
1315,29135.0,9
1316,21219.0,6
1317,6093.0,13
1318,38101.0,10
1319,29067.0,5
1320,47133.0,19
1321,6017.0,18
1322,32510.0,4
1323,6029.0,61
1324,42091.0,171
1325,,1
1326,55127.0,28
1327,30017.0,7
1328,38093.0,10
1329,36035.0,12
1330,18089.0,45
1331,39161.0,22
1332,44005.0,14
1333,19005.0,12
1334,,1
1335,13153.0,14
1336,,1
1337,,1
1338,,1
1339,8121.0,4
1340,,1
1341,,1
1342,,1
1343,19053.0,13
1344,,1
1345,40107.0,7
1346,46119.0,1
1347,,1
1348,38025.0,1
1349,,1
1350,48037.0,27
1351,,1
1352,54079.0,8
1353,17081.0,23
1354,8013.0,26
1355,,1
1356,,1
1357,56013.0,8
1358,42097.0,42
1359,18127.0,25
1360,12089.0,7
1361,,1
1362,18129.0,16
1363,,1
1364,,1
1365,,1
1366,47123.0,18
1367,46037.0,6
1368,38089.0,5
1369,45087.0,14
1370,36067.0,106
1371,29099.0,28
1372,48257.0,13
1373,39145.0,32
1374,41047.0,57
1375,,1
1376,48217.0,23
1377,19045.0,24
1378,29187.0,21
1379,19095.0,7
1380,,1
1381,,1
1382,42005.0,48
1383,19097.0,19
1384,54077.0,15
1385,21101.0,24
1386,,1
1387,17073.0,18
1388,12131.0,11
1389,18035.0,50
1390,30067.0,2
1391,54001.0,3
1392,28061.0,10
1393,5069.0,11
1394,22041.0,8
1395,31145.0,2
1396,35013.0,8
1397,17037.0,21
1398,23007.0,17
1399,,1
1400,,1
1401,29023.0,24
1402,,1
1403,,1
1404,,1
1405,28059.0,24
1406,18123.0,16
1407,27027.0,12
1408,19067.0,11
1409,1095.0,19
1410,,1
1411,6023.0,7
1412,37119.0,64
1413,27169.0,19
1414,56025.0,12
1415,46107.0,3
1416,37139.0,16
1417,37031.0,8
1418,21021.0,10
1419,16017.0,8
1420,,1
1421,13255.0,14
1422,51067.0,9
1423,17127.0,4
1424,31163.0,4
1425,20127.0,9
1426,13313.0,23
1427,31141.0,16
1428,36053.0,49
1429,,1
1430,19105.0,15
1431,54107.0,36
1432,10001.0,34
1433,13143.0,6
1434,13067.0,46
1435,20005.0,21
1436,13059.0,11
1437,26031.0,3
1438,18083.0,33
1439,55075.0,18
1440,,1
1441,,1
1442,,1
1443,28117.0,14
1444,41013.0,1
1445,6069.0,5
1446,51085.0,11
1447,,1
1448,19011.0,20
1449,,1
1450,19015.0,22
1451,30093.0,25
1452,,1
1453,,1
1454,49057.0,36
1455,18009.0,12
1456,,1
1457,,1
1458,,1
1459,17199.0,29
1460,45089.0,18
1461,31157.0,10
1462,,1
1463,39031.0,16
1464,27159.0,7
1465,,1
1466,12097.0,11
1467,18105.0,19
1468,,1
1469,33015.0,39
1470,48083.0,13
1471,,1
1472,5137.0,7
1473,,1
1474,,1
1475,48285.0,19
1476,,1
1477,,1
1478,28141.0,15
1479,28075.0,15
1480,26117.0,25
1481,19051.0,9
1482,16031.0,7
1483,,1
1484,13277.0,7
1485,,1
1486,48189.0,9
1487,,1
1488,6039.0,19
1489,20183.0,6
1490,,1
1491,31053.0,11
1492,,1
1493,27019.0,11
1494,21199.0,32
1495,55093.0,7
1496,20189.0,2
1497,21019.0,16
1498,1077.0,24
1499,,1
1500,51095.0,7
1501,26097.0,4
1502,,1
1503,13267.0,12
1504,,1
1505,20147.0,3
1506,13221.0,3
1507,,1
1508,38027.0,3
1509,22055.0,22
1510,,1
1511,,1
1512,,1
1513,,1
1514,48199.0,12
1515,48157.0,10
1516,18159.0,8
1517,19085.0,16
1518,,1
1519,19083.0,19
1520,,1
1521,,1
1522,55001.0,7
1523,29081.0,9
1524,21007.0,7
1525,35009.0,6
1526,,1
1527,,1
1528,,1
1529,22085.0,9
1530,19023.0,21
1531,6115.0,16
1532,,1
1533,,1
1534,54105.0,3
1535,5035.0,11
1536,54011.0,24
1537,,1
1538,,1
1539,,1
1540,40051.0,14
1541,21043.0,14
1542,,1
1543,5061.0,8
1544,15009.0,14
1545,1067.0,7
1546,19145.0,19
1547,,1
1548,55053.0,16
1549,,1
1550,24043.0,37
1551,27137.0,30
1552,31019.0,14
1553,1069.0,25
1554,27165.0,9
1555,,1
1556,12067.0,4
1557,,1
1558,55005.0,14
1559,,1
1560,48313.0,8
1561,29145.0,22
1562,,1
1563,,1
1564,,1
1565,48361.0,18
1566,18047.0,11
1567,28081.0,15
1568,37065.0,11
1569,22097.0,21
1570,54075.0,6
1571,21151.0,24
1572,51027.0,10
1573,,1
1574,17193.0,18
1575,26139.0,44
1576,36001.0,45
1577,39067.0,19
1578,48005.0,22
1579,,1
1580,,1
1581,,1
1582,,1
1583,8083.0,8
1584,21121.0,27
1585,39107.0,25
1586,29041.0,18
1587,,1
1588,,1
1589,,1
1590,27099.0,23
1591,49041.0,11
1592,21041.0,6
1593,27157.0,7
1594,1041.0,13
1595,,1
1596,22035.0,3
1597,18025.0,9
1598,22103.0,16
1599,,1
1600,21203.0,14
1601,,1
1602,30063.0,25
1603,51167.0,13
1604,13089.0,41
1605,54007.0,8
1606,29139.0,12
1607,,1
1608,,1
1609,48141.0,42
1610,47069.0,6
1611,,1
1612,10005.0,38
1613,19019.0,10
1614,19193.0,31
1615,18153.0,23
1616,,1
1617,19021.0,12
1618,,1
1619,,1
1620,26155.0,24
1621,21155.0,8
1622,17049.0,14
1623,16081.0,2
1624,31025.0,12
1625,,1
1626,53003.0,6
1627,18001.0,22
1628,39155.0,56
1629,32005.0,3
1630,41037.0,3
1631,,1
1632,26043.0,10
1633,46127.0,7
1634,51011.0,4
1635,,1
1636,,1
1637,46093.0,13
1638,47115.0,14
