FIPS,COUNT,TOT_POP,CAPITA
20065,3,2578,0.0011636928
37033,27,23217,0.0011629409
50011,56,48214,0.0011614884
13005,13,11198,0.0011609216
20069,7,6030,0.0011608624
54041,19,16371,0.0011605888
29015,22,18962,0.0011602152
13259,7,6042,0.0011585568
5071,30,25901,0.0011582564
29159,49,42319,0.0011578724
37115,24,20742,0.0011570726
47111,26,22498,0.0011556583
53051,15,12980,0.001155624
55099,16,13869,0.001153652
39083,70,60705,0.0011531175
19115,13,11278,0.0011526866
51045,6,5213,0.0011509687
54075,10,8692,0.0011504832
19045,56,48717,0.0011494961
48295,4,3480,0.0011494253
31067,25,21806,0.0011464734
1029,17,14832,0.0011461704
1011,12,10474,0.0011456941
47135,9,7860,0.0011450382
21155,23,20090,0.0011448482
40089,38,33203,0.0011444749
28115,35,30594,0.0011440152
31027,10,8746,0.0011433798
56031,10,8756,0.001142074
40097,47,41168,0.0011416634
17103,40,35037,0.0011416503
42047,36,31550,0.001141046
39143,69,60510,0.0011403074
39125,22,19295,0.0011401918
42035,45,39517,0.0011387504
16063,6,5277,0.0011370097
48065,7,6157,0.0011369173
18077,37,32554,0.0011365731
18051,38,33458,0.0011357523
21013,32,28183,0.0011354363
51097,8,7046,0.001135396
47055,33,29072,0.0011351128
47103,38,33503,0.0011342268
50021,69,60869,0.001133582
29069,36,31826,0.0011311506
5037,20,17683,0.0011310298
23017,65,57481,0.0011308084
36039,55,48673,0.0011299899
5029,24,21287,0.0011274487
50023,67,59465,0.0011267132
20009,31,27557,0.001124941
48277,56,49811,0.0011242497
54077,38,33832,0.001123197
39079,37,32954,0.0011227772
18027,36,32064,0.0011227545
13209,10,8913,0.0011219567
36009,89,79458,0.0011200886
39019,32,28587,0.0011193899
29223,15,13402,0.0011192359
1057,19,16983,0.0011187658
22041,23,20561,0.0011186226
8025,6,5365,0.0011183597
48455,16,14309,0.0011181774
42081,131,117168,0.0011180527
47071,29,25950,0.0011175337
13093,16,14318,0.0011174745
40091,23,20584,0.0011173727
42125,233,208716,0.0011163495
55037,5,4482,0.0011155734
28077,14,12551,0.001115449
18065,55,49345,0.0011146013
28057,26,23340,0.0011139674
8023,4,3594,0.0011129661
28101,24,21601,0.0011110597
12059,22,19804,0.0011108867
48049,42,37825,0.0011103767
29147,26,23419,0.0011102097
48415,19,17126,0.0011094243
42025,72,65006,0.0011075901
21221,16,14447,0.0011074964
48467,58,52427,0.0011063002
37121,17,15368,0.0011061947
45023,36,32546,0.0011061267
54101,10,9043,0.0011058277
40065,29,26237,0.0011053093
29067,15,13585,0.001104159
20121,36,32612,0.0011038881
51159,10,9059,0.0011038746
38073,6,5444,0.0011021308
29097,127,115258,0.0011018758
27153,27,24509,0.0011016361
5139,45,40867,0.0011011329
21041,12,10900,0.0011009174
29225,40,36351,0.0011003824
8073,6,5453,0.0011003118
38067,8,7271,0.0011002613
47005,18,16361,0.0011001773
28163,31,28195,0.0010994857
46129,6,5459,0.0010991024
18061,43,39134,0.0010987888
39081,75,68389,0.0010966676
55021,62,56539,0.0010965882
49055,3,2737,0.0010960906
42039,96,87598,0.0010959154
48343,14,12787,0.001094862
42107,161,147063,0.0010947689
47033,16,14623,0.0010941667
46123,6,5485,0.0010938924
48073,56,51206,0.0010936218
29141,22,20117,0.0010936024
48169,7,6412,0.0010917031
29023,47,43053,0.0010916777
27161,21,19237,0.0010916463
38051,3,2751,0.0010905125
39009,70,64304,0.0010885792
48175,8,7351,0.0010882873
47053,54,49626,0.0010881393
51139,26,23895,0.0010880937
39117,38,34938,0.001087641
51051,17,15690,0.0010834927
19161,11,10153,0.0010834236
29203,9,8318,0.0010819909
29063,14,12940,0.0010819165
36057,54,49941,0.0010812759
36011,86,79552,0.0010810539
20059,28,25906,0.0010808307
46033,9,8339,0.0010792661
47139,18,16686,0.0010787487
26117,68,63097,0.0010777058
17049,37,34353,0.001077053
49001,7,6501,0.0010767574
26095,7,6522,0.0010732904
28079,25,23297,0.0010730995
6049,10,9327,0.0010721561
48335,10,9336,0.0010711225
48279,15,14008,0.0010708167
8071,16,14945,0.0010705922
26057,45,42063,0.0010698238
50019,29,27109,0.0010697554
18037,45,42071,0.0010696204
40071,49,45831,0.0010691453
29145,63,59069,0.0010665493
47175,6,5628,0.0010660981
19057,43,40340,0.0010659395
13289,9,8447,0.001065467
26113,16,15031,0.0010644668
49023,11,10341,0.0010637269
37007,28,26351,0.0010625783
40047,65,61189,0.0010622824
19017,26,24479,0.0010621349
39013,74,69671,0.0010621349
19059,18,16972,0.0010605704
31013,12,11317,0.0010603517
46115,7,6611,0.0010588413
29091,43,40629,0.0010583573
1017,36,34064,0.0010568342
48351,15,14200,0.001056338
48487,14,13258,0.0010559662
5049,13,12318,0.0010553661
27085,38,36053,0.0010540038
40107,13,12358,0.0010519502
27043,15,14263,0.0010516722
36073,45,42836,0.0010505183
13119,23,21894,0.0010505161
31085,1,953,0.0010493179
22049,17,16216,0.0010483473
13107,24,22898,0.0010481265
26003,10,9541,0.0010481082
18035,123,117364,0.0010480215
29131,26,24817,0.0010476689
36041,5,4778,0.001046463
36007,207,198060,0.0010451378
47075,19,18240,0.0010416667
26061,38,36520,0.0010405257
31141,34,32681,0.0010403598
54063,14,13463,0.0010398871
13271,17,16349,0.0010398189
38047,2,1924,0.001039501
51117,33,31749,0.0010394028
49039,29,27906,0.001039203
13099,11,10594,0.0010383236
42097,98,94428,0.0010378278
56017,5,4822,0.0010369141
28029,30,28955,0.0010360905
21099,19,18366,0.0010345203
18133,39,37750,0.0010331126
20079,36,34852,0.0010329393
19031,19,18416,0.0010317116
16029,7,6787,0.0010313835
47109,27,26180,0.0010313216
48445,13,12613,0.0010306826
39087,64,62109,0.0010304465
21069,15,14560,0.0010302198
53075,48,46606,0.0010299103
41037,8,7771,0.0010294685
36095,33,32099,0.0010280694
5057,23,22373,0.0010280249
40123,39,37958,0.0010274514
45039,24,23363,0.0010272653
17203,40,38971,0.0010264042
48115,14,13640,0.001026393
13017,18,17538,0.0010263428
26127,27,26310,0.0010262258
54035,30,29234,0.0010262024
54105,6,5847,0.0010261673
47061,14,13650,0.001025641
28117,26,25390,0.0010240252
19181,48,46891,0.0010236506
39137,35,34198,0.0010234517
54005,25,24478,0.0010213253
21081,25,24485,0.0010210333
19119,12,11757,0.0010206685
53049,21,20575,0.0010206561
51105,26,25474,0.0010206485
17195,59,57846,0.0010199495
36075,124,121700,0.0010188989
39131,29,28480,0.0010182584
1007,23,22597,0.0010178342
47069,27,26533,0.0010176007
56003,12,11794,0.0010174665
17073,51,50155,0.0010168478
42057,15,14772,0.0010154346
1111,23,22675,0.001014333
31049,2,1972,0.0010141988
51640,7,6908,0.0010133179
21141,27,26646,0.0010132853
55051,6,5934,0.0010111223
27051,6,5944,0.0010094213
21231,21,20824,0.0010084518
12027,35,34712,0.0010082968
50003,37,36697,0.0010082568
36021,63,62499,0.0010080161
26157,55,54662,0.0010061835
51840,27,26881,0.0010044269
42129,365,363395,0.0010044167
22083,21,20921,0.0010037761
8033,2,1994,0.001003009
22081,9,8983,0.0010018925
39005,53,52962,0.0010007175
48111,7,6996,0.0010005718
13141,9,8996,0.0010004446
36037,60,59977,0.0010003835
48319,4,4003,0.0009992506
5127,11,11010,0.0009990917
48317,5,5017,0.0009966115
29221,25,25095,0.0009962144
13273,9,9045,0.0009950249
31025,25,25133,0.0009947082
21039,5,5034,0.0009932459
26007,29,29234,0.0009919956
46027,14,14131,0.0009907296
54029,30,30305,0.0009899357
1093,30,30327,0.0009892175
33005,76,76851,0.0009889266
8125,10,10119,0.0009882399
30045,2,2024,0.0009881423
19063,10,10120,0.0009881423
47059,68,68819,0.0009880992
18073,33,33456,0.0009863702
37163,63,63949,0.00098516
28145,27,27414,0.0009848982
21107,46,46718,0.0009846312
29510,313,318172,0.0009837446
54033,68,69141,0.0009834975
1067,17,17287,0.0009833979
17099,111,112973,0.0009825357
17081,38,38720,0.000981405
26165,32,32608,0.0009813543
40039,28,28536,0.0009812167
16049,16,16308,0.0009811136
26023,43,43868,0.0009802134
13111,23,23492,0.0009790567
18099,46,47024,0.0009782239
5015,27,27610,0.0009779066
13165,9,9213,0.0009768805
40139,21,21498,0.0009768351
36065,228,233556,0.0009762113
48499,41,42022,0.0009756794
27079,27,27677,0.0009755393
29049,20,20508,0.0009752292
21109,13,13331,0.0009751707
1053,37,37994,0.000973838
13163,16,16432,0.0009737098
37103,10,10275,0.000973236
30021,9,9249,0.0009730782
6091,3,3086,0.0009721322
51133,12,12346,0.0009719747
37197,37,38084,0.0009715366
55029,27,27817,0.0009706295
26011,15,15477,0.0009691801
47057,22,22706,0.0009689069
45059,64,66223,0.0009664316
45061,18,18654,0.0009649405
54009,23,23853,0.0009642393
27147,35,36322,0.0009636033
5091,42,43634,0.0009625521
48401,52,54026,0.0009624995
48067,29,30166,0.0009613472
46035,19,19769,0.0009611007
39003,101,105141,0.0009606148
42131,27,28125,0.00096
12063,47,48968,0.0009598105
29085,9,9391,0.0009583644
39073,28,29273,0.0009565128
48097,37,38688,0.0009563689
21035,36,37655,0.0009560483
18159,15,15695,0.0009557184
55093,39,40814,0.0009555545
26063,31,32463,0.0009549333
40103,11,11522,0.0009546954
48171,24,25153,0.0009541605
13159,13,13630,0.0009537784
39139,117,122673,0.0009537551
51111,12,12588,0.0009532888
46095,2,2101,0.0009519277
13279,26,27315,0.000951858
45009,15,15763,0.0009515955
18095,124,130348,0.0009512996
55045,35,36909,0.0009482782
28113,38,40100,0.0009476309
36123,24,25344,0.0009469697
5061,13,13735,0.0009464871
21079,16,16913,0.0009460179
22085,23,24325,0.0009455293
28091,25,26442,0.0009454655
13087,26,27509,0.0009451452
17199,63,66674,0.0009448961
39077,56,59280,0.0009446694
37153,44,46627,0.0009436593
18029,47,49831,0.000943188
38057,8,8486,0.0009427292
39043,72,76398,0.000942433
27133,9,9553,0.0009421124
40135,39,41398,0.0009420745
39051,40,42513,0.0009408887
51007,12,12759,0.0009405126
40095,15,15957,0.0009400263
51171,40,42583,0.000939342
51157,7,7456,0.0009388412
13293,25,26630,0.0009387908
55027,83,88415,0.0009387547
29155,17,18111,0.0009386561
26067,60,63941,0.0009383651
47007,12,12792,0.0009380863
48353,14,14924,0.0009380863
26149,57,60796,0.0009375617
54031,13,13866,0.0009375451
13155,9,9600,0.0009375
51075,20,21347,0.0009368998
39101,62,66238,0.0009360186
16069,37,39531,0.0009359743
40019,45,48085,0.0009358428
26131,6,6413,0.0009355996
29167,29,31017,0.0009349711
12119,95,101620,0.0009348553
48363,26,27856,0.0009333716
26015,55,58990,0.0009323614
51001,31,33341,0.0009297861
42063,82,88218,0.0009295155
16025,1,1077,0.0009285051
26103,63,67906,0.0009277531
54055,58,62523,0.0009276586
23011,113,121853,0.0009273469
29055,23,24832,0.0009262242
28005,12,12957,0.0009261403
18143,22,23791,0.0009247194
55049,22,23807,0.000924098
26107,40,43318,0.0009234037
18145,41,44471,0.0009219491
55017,58,62922,0.0009217762
36115,58,62934,0.0009216004
51141,17,18451,0.0009213593
51155,32,34736,0.0009212345
51083,33,35849,0.0009205278
12125,14,15212,0.0009203261
28153,19,20661,0.000919607
17027,35,38061,0.0009195765
26091,91,98987,0.0009193126
48475,10,10879,0.0009192021
28129,15,16345,0.0009177118
49009,1,1090,0.0009174312
28085,32,34900,0.0009169054
45049,19,20726,0.000916723
38061,8,8734,0.0009159606
19061,87,95097,0.0009148554
51173,29,31718,0.0009143073
29021,82,89706,0.0009140972
21201,2,2188,0.0009140768
51167,26,28445,0.0009140446
48179,21,22978,0.0009139177
55115,38,41607,0.0009133079
17143,171,187254,0.0009131981
51760,192,210309,0.0009129424
54099,38,41649,0.0009123869
56033,27,29596,0.0009122854
21199,58,63593,0.0009120501
48239,13,14255,0.0009119607
41007,34,37301,0.0009115037
21223,8,8787,0.0009104359
40121,41,45048,0.0009101403
8055,6,6596,0.0009096422
48015,26,28618,0.0009085191
37199,16,17630,0.000907544
39027,38,41886,0.0009072244
48395,15,16545,0.0009066183
48195,5,5521,0.000905633
33019,39,43074,0.0009054186
18149,21,23213,0.0009046655
55117,104,115009,0.0009042771
22119,37,40940,0.0009037616
19041,15,16599,0.0009036689
42095,270,299267,0.0009022044
13229,17,18844,0.0009021439
19191,19,21061,0.0009021414
21235,32,35499,0.0009014338
46005,16,17753,0.0009012561
48253,18,19973,0.0009012166
16077,7,7778,0.0008999743
5001,17,18892,0.0008998518
55137,22,24461,0.0008993909
5027,22,24473,0.0008989499
40087,32,35613,0.0008985483
29007,23,25621,0.0008977011
38069,4,4457,0.0008974647
42001,91,101482,0.0008967107
31033,9,10068,0.0008939213
21157,28,31344,0.0008933129
45089,30,33620,0.000892326
26101,22,24672,0.0008916991
51021,6,6738,0.000890472
27115,26,29218,0.0008898624
29017,11,12382,0.0008883864
28003,33,37164,0.0008879561
8099,11,12389,0.0008878844
18079,25,28161,0.0008877526
54051,29,32674,0.0008875559
55081,40,45100,0.000886918
51037,11,12404,0.0008868107
20203,2,2256,0.0008865248
13075,15,16923,0.0008863677
33009,79,89181,0.0008858389
1099,20,22602,0.0008848774
12133,22,24892,0.0008838181
47115,25,28291,0.0008836733
23013,35,39668,0.0008823233
20193,7,7941,0.0008815011
26155,61,69232,0.0008810954
26075,141,160309,0.0008795514
36051,57,64810,0.0008794939
5113,18,20471,0.0008792927
54043,19,21627,0.0008785315
31079,53,60345,0.0008782832
48267,4,4560,0.000877193
28127,24,27374,0.0008767444
39007,88,100389,0.0008765901
40113,42,47917,0.0008765156
36083,140,159835,0.0008759033
40013,38,43399,0.0008755962
39147,49,56018,0.0008747188
22025,9,10292,0.0008744656
31045,8,9152,0.0008741259
25019,9,10298,0.0008739561
47023,15,17171,0.0008735659
17167,174,199271,0.0008731828
42049,245,280646,0.0008729859
39011,40,45831,0.0008727717
29009,31,35546,0.0008721094
1133,21,24108,0.0008710801
36019,71,81654,0.0008695226
27093,20,23061,0.0008672651
31047,21,24220,0.000867052
40009,20,23081,0.0008665136
26005,97,112039,0.00086577
45029,33,38153,0.0008649385
48143,34,39321,0.0008646779
39109,89,103060,0.0008635746
55033,38,44072,0.0008622254
22069,34,39436,0.0008621564
13147,22,25518,0.0008621365
37045,84,97474,0.0008617683
47131,27,31340,0.0008615188
17161,127,147457,0.000861268
13025,16,18587,0.0008608167
46081,21,24397,0.0008607616
46047,6,6971,0.0008607087
28135,13,15111,0.0008603004
27119,27,31416,0.0008594347
9015,101,117599,0.0008588508
51678,6,6998,0.0008573878
37113,29,33869,0.0008562402
47121,10,11698,0.000854847
5005,35,41048,0.0008526603
37039,23,26992,0.0008521043
13233,35,41188,0.0008497621
13257,22,25891,0.0008497161
30011,1,1177,0.0008496177
40125,60,70760,0.0008479367
21011,10,11802,0.000847314
49007,18,21246,0.0008472183
19141,12,14172,0.0008467401
55111,53,62597,0.0008466859
21167,18,21261,0.0008466206
23001,91,107609,0.0008456542
21153,11,13041,0.0008434936
18173,51,60463,0.0008434911
37171,62,73561,0.0008428379
46049,2,2377,0.0008413967
22009,35,41632,0.0008406995
18113,40,47582,0.000840654
39175,19,22607,0.0008404476
27039,17,20231,0.0008402946
48431,1,1191,0.0008396306
51036,6,7157,0.0008383401
27157,18,21476,0.0008381449
27105,18,21487,0.0008377158
37139,34,40591,0.0008376241
21021,24,28658,0.0008374625
5063,31,37025,0.0008372721
27047,26,31054,0.0008372512
47173,16,19127,0.0008365138
18109,58,69356,0.0008362651
30051,2,2392,0.0008361204
47049,15,17940,0.0008361204
17083,19,22742,0.0008354586
1025,21,25161,0.000834625
29059,14,16799,0.0008333829
46029,23,27606,0.0008331522
27169,43,51629,0.0008328653
28149,40,48084,0.0008318775
47099,35,42086,0.0008316305
39023,114,137206,0.0008308675
13171,15,18057,0.0008307028
5009,31,37327,0.000830498
1113,48,57820,0.0008301626
26037,63,76001,0.0008289365
1079,28,33838,0.0008274721
13267,21,25384,0.0008272928
22053,26,31432,0.0008271825
21077,7,8479,0.0008255691
49015,9,10933,0.0008231958
39157,76,92392,0.000822582
18115,5,6079,0.0008225037
48379,9,10943,0.0008224436
26025,111,135099,0.0008216197
48185,22,26783,0.0008214166
36099,29,35305,0.0008214134
48477,28,34093,0.000821283
21009,35,42631,0.0008209988
35003,3,3658,0.0008201203
39169,94,114848,0.0008184731
29149,9,10997,0.000818405
39145,64,78477,0.0008155256
25003,106,130016,0.0008152843
18011,48,58944,0.0008143322
21019,40,49164,0.0008136034
42085,94,115655,0.0008127621
56019,7,8615,0.0008125363
25001,175,215423,0.0008123552
38093,17,20934,0.000812076
13175,39,48041,0.0008118066
18085,63,77609,0.0008117615
30073,5,6165,0.00081103
20171,4,4937,0.0008102086
54025,29,35820,0.0008096036
13299,29,35821,0.000809581
36013,108,133539,0.0008087525
26097,9,11137,0.0008081171
40001,18,22286,0.000807682
22107,4,4954,0.0008074283
21119,13,16124,0.0008062516
55141,60,74424,0.0008061916
27029,7,8703,0.0008043203
18033,34,42321,0.0008033837
26105,23,28680,0.0008019526
1049,57,71080,0.0008019133
54021,7,8732,0.0008016491
40083,35,43666,0.000801539
54067,21,26229,0.0008006405
31019,38,47463,0.0008006236
41049,9,11244,0.0008004269
1031,41,51252,0.0007999688
18141,213,266344,0.0007997177
22011,29,36281,0.0007993164
1021,35,43819,0.0007987403
22115,43,53869,0.0007982327
28051,15,18796,0.0007980421
22035,6,7526,0.0007972362
55125,17,21338,0.0007967007
23023,28,35191,0.000795658
18013,12,15083,0.0007955977
8075,18,22631,0.0007953692
27143,12,15123,0.0007934934
39149,39,49167,0.000793215
21037,72,90908,0.0007920095
46085,3,3789,0.0007917656
48381,99,125082,0.0007914808
21125,47,59462,0.0007904208
30009,8,10127,0.0007899674
37145,31,39268,0.0007894469
18071,34,43083,0.0007891744
26069,20,25357,0.0007887368
29157,15,19018,0.0007887265
13019,15,19041,0.0007877738
13069,34,43170,0.000787584
48181,96,121935,0.0007873047
55005,36,45733,0.0007871777
48299,15,19085,0.0007859576
13227,23,29268,0.0007858412
48203,53,67450,0.0007857672
40005,11,14007,0.0007853216
5089,13,16568,0.0007846451
47137,4,5100,0.0007843137
54107,68,86701,0.0007843047
28043,17,21682,0.0007840605
35041,16,20419,0.0007835839
1109,26,33182,0.0007835574
36069,85,108519,0.000783273
48287,13,16601,0.0007830854
27083,20,25543,0.0007829934
54083,23,29384,0.0007827389
13253,7,8947,0.0007823852
26159,59,75454,0.0007819334
22123,9,11512,0.0007817929
36045,94,120262,0.0007816268
27113,11,14074,0.0007815831
27091,16,20475,0.0007814408
37047,45,57638,0.0007807349
47095,6,7690,0.0007802341
38071,9,11536,0.0007801664
5079,11,14101,0.0007800865
18163,141,180858,0.0007796172
53019,6,7705,0.0007787151
37111,35,44998,0.0007778123
21123,11,14151,0.0007773302
20057,27,34752,0.0007769337
30057,6,7733,0.0007758955
13181,6,7737,0.0007754944
42043,209,269665,0.0007750357
40147,40,51633,0.0007746984
17003,6,7748,0.0007743934
5105,8,10339,0.0007737692
47091,14,18095,0.0007736944
48347,51,66034,0.0007723294
45071,29,37576,0.0007717692
21063,6,7780,0.0007712082
21095,22,28543,0.0007707669
1043,62,80440,0.0007707608
47169,6,7795,0.0007697242
28119,6,7798,0.0007694281
55055,65,84498,0.000769249
24019,25,32551,0.0007680256
20169,43,55988,0.0007680217
13263,5,6517,0.0007672242
21179,34,44319,0.0007671653
47185,20,26082,0.0007668124
47145,41,53469,0.0007667995
16003,3,3915,0.0007662835
47181,13,16996,0.0007648859
13011,14,18316,0.000764359
55067,15,19646,0.0007635142
39047,22,28880,0.0007617729
23019,117,153746,0.0007609954
34033,50,65774,0.0007601788
46063,1,1316,0.0007598784
55101,148,194797,0.0007597653
40137,34,44779,0.0007592845
45025,35,46103,0.0007591697
30047,22,28986,0.0007589871
30023,7,9227,0.0007586431
49003,38,50171,0.0007574097
29143,14,18488,0.0007572479
25015,121,159795,0.0007572202
5133,13,17177,0.000756826
36097,14,18514,0.0007561845
55039,77,101843,0.0007560657
20093,3,3968,0.0007560484
42133,331,437846,0.0007559736
46015,4,5293,0.0007557151
27077,3,3973,0.0007550969
27067,32,42379,0.000755091
1127,50,66221,0.0007550475
8105,9,11943,0.0007535795
47123,34,45133,0.000753329
1033,41,54446,0.0007530397
13221,11,14618,0.0007524969
55097,53,70433,0.0007524882
13101,3,3988,0.0007522568
53069,3,3993,0.0007513148
42127,39,51955,0.0007506496
13091,16,21329,0.0007501524
48459,30,39995,0.0007500938
46013,28,37331,0.0007500469
16067,15,20037,0.0007486151
48095,3,4010,0.0007481297
23003,53,70868,0.0007478693
27015,19,25425,0.000747296
28001,24,32122,0.0007471515
48231,65,87079,0.0007464486
5131,95,127304,0.0007462452
46045,3,4026,0.0007451565
54065,13,17471,0.0007440902
47067,5,6720,0.0007440476
29187,49,65917,0.0007433591
29119,17,22876,0.0007431369
37161,50,67323,0.0007426882
51125,11,14827,0.0007418898
28095,27,36421,0.0007413306
39173,95,128200,0.0007410296
48037,69,93148,0.0007407566
47041,14,18901,0.0007407016
46127,11,14855,0.0007404914
16021,8,10808,0.0007401925
55069,21,28392,0.000739645
29071,75,101412,0.0007395574
48001,43,58190,0.0007389586
30081,30,40617,0.000738607
37011,13,17635,0.0007371704
24023,22,29854,0.0007369197
37193,51,69306,0.000735867
47051,30,40772,0.0007357991
27017,26,35348,0.0007355437
27121,8,10892,0.000734484
55095,32,43610,0.0007337767
21211,32,43614,0.0007337094
30041,12,16366,0.0007332274
41063,5,6821,0.0007330303
31179,7,9554,0.0007326774
26021,114,156067,0.0007304555
1019,19,26021,0.0007301795
31101,6,8220,0.000729927
48233,16,21922,0.0007298604
46003,2,2742,0.0007293946
37185,15,20576,0.0007290047
28067,50,68641,0.0007284276
51011,11,15128,0.0007271285
39129,41,56399,0.0007269632
37169,34,46783,0.0007267597
36111,132,181791,0.0007261086
37107,43,59227,0.0007260202
55001,15,20679,0.0007253736
42045,407,561098,0.0007253635
22043,16,22068,0.0007250317
6093,32,44154,0.0007247362
55105,116,160418,0.0007231109
48063,9,12449,0.0007229496
46041,4,5538,0.0007222824
26073,51,70617,0.0007222057
37083,39,54006,0.000722142
5059,24,33394,0.000718692
45021,40,55662,0.0007186231
20109,2,2784,0.0007183908
21239,18,25077,0.0007177892
47147,48,66931,0.0007171565
20209,114,159129,0.0007163999
34041,77,107653,0.0007152611
29031,55,76950,0.0007147498
51163,16,22394,0.0007144771
13079,9,12600,0.0007142857
13027,11,15403,0.0007141466
27041,26,36415,0.0007139915
13287,6,8410,0.0007134364
26045,77,108008,0.0007129102
51165,55,77391,0.000710677
18003,256,360412,0.0007102982
36035,39,54925,0.0007100592
42071,374,526823,0.0007099159
29189,709,1000438,0.0007086896
23031,141,199005,0.0007085249
21089,26,36707,0.0007083118
13131,18,25440,0.0007075472
37173,10,14141,0.0007071636
47107,37,52416,0.0007058913
46011,23,32629,0.0007048944
46121,7,9942,0.0007040837
51035,21,29851,0.000703494
54047,15,21326,0.0007033668
21047,53,75427,0.0007026662
21145,46,65549,0.0007017651
1129,12,17109,0.0007013852
30089,8,11408,0.0007012623
42003,862,1229338,0.0007011904
46119,1,1427,0.0007007708
19167,24,34268,0.0007003619
51185,31,44268,0.0007002801
1131,8,11431,0.0006998513
19155,65,92913,0.0006995792
20015,46,65827,0.0006988014
41061,18,25759,0.0006987849
31031,4,5727,0.000698446
20155,45,64438,0.0006983457
22113,41,58723,0.0006981932
21027,14,20071,0.0006975238
30013,57,81723,0.0006974781
46137,2,2869,0.000697107
45053,18,25833,0.0006967832
13115,67,96177,0.0006966323
48281,14,20107,0.0006962749
54081,55,79021,0.0006960175
48241,25,35923,0.000695933
30007,4,5756,0.000694927
19049,50,71967,0.0006947629
37013,33,47507,0.0006946345
22001,43,61912,0.0006945342
26089,15,21607,0.0006942195
19193,71,102323,0.0006938811
51023,23,33154,0.0006937323
5043,13,18743,0.0006935923
40037,49,70651,0.00069355
47153,10,14423,0.000693337
42007,118,170245,0.0006931187
18087,26,37521,0.0006929453
13033,16,23125,0.0006918919
39045,102,147474,0.0006916473
21091,6,8677,0.0006914832
54045,25,36168,0.0006912188
27001,11,15927,0.0006906511
37149,14,20271,0.0006906418
37157,64,92720,0.0006902502
45031,47,68139,0.0006897665
17133,23,33357,0.0006895104
47001,52,75416,0.0006895089
35027,14,20309,0.0006893495
48391,5,7259,0.0006888001
51191,38,55190,0.0006885305
21217,17,24691,0.00068851
27057,14,20347,0.0006880621
55003,11,15992,0.0006878439
55063,80,116461,0.0006869252
21117,111,161711,0.0006864097
26141,9,13129,0.0006855054
55035,69,100677,0.0006853601
17113,118,172281,0.0006849275
12037,8,11686,0.0006845798
39141,53,77429,0.0006844981
26009,16,23406,0.0006835854
13133,11,16092,0.0006835695
55119,14,20486,0.0006833935
51187,26,38070,0.0006829525
13243,5,7327,0.0006824075
42011,282,413491,0.0006819979
1087,14,20535,0.0006817628
4011,6,8802,0.0006816633
27063,7,10281,0.0006808676
37159,94,138180,0.0006802721
39151,255,374868,0.0006802394
29101,37,54397,0.0006801846
47019,39,57355,0.0006799756
47045,26,38255,0.0006796497
46109,7,10303,0.0006794138
48373,31,45656,0.0006789907
48481,28,41285,0.0006782124
47077,19,28023,0.0006780145
39113,362,534325,0.0006774903
28069,7,10335,0.0006773101
36105,52,76793,0.0006771451
35059,3,4431,0.0006770481
42069,145,214477,0.0006760632
49013,13,19244,0.0006755352
45011,15,22212,0.0006753106
51081,8,11851,0.0006750485
6005,25,37035,0.0006750371
37073,8,11869,0.0006740248
18151,23,34124,0.0006740124
48101,1,1486,0.0006729475
38089,18,26771,0.0006723694
53037,28,41672,0.000671914
28099,20,29785,0.0006714789
5073,5,7447,0.0006714113
45017,10,14910,0.0006706908
51027,16,23859,0.0006706065
41009,33,49286,0.0006695613
47141,49,73229,0.0006691338
45033,21,31446,0.0006678115
19013,88,131820,0.000667577
28107,23,34473,0.0006671888
13281,7,10495,0.0006669843
54001,11,16493,0.0006669496
51015,49,73658,0.0006652366
28065,8,12032,0.0006648936
21113,33,49635,0.0006648534
28023,11,16556,0.0006644117
18067,55,82849,0.0006638583
42041,158,238614,0.0006621573
37087,39,58908,0.0006620493
47081,16,24170,0.0006619777
40079,33,49873,0.0006616807
13315,6,9068,0.0006616674
53041,50,75621,0.000661192
30099,4,6053,0.0006608293
1023,9,13633,0.0006601628
18183,22,33342,0.0006598284
51630,18,27307,0.0006591716
31053,24,36427,0.000658852
37017,23,34915,0.0006587427
47119,54,81990,0.0006586169
21175,9,13668,0.0006584723
24043,98,149180,0.0006569245
31167,4,6089,0.0006569223
17127,10,15234,0.0006564264
24041,25,38098,0.0006562024
36113,43,65538,0.0006561079
42109,26,39672,0.0006553741
28063,5,7638,0.0006546216
1045,33,50444,0.0006541908
6011,14,21411,0.0006538695
48493,29,44370,0.0006535948
28053,6,9189,0.0006529546
13291,14,21451,0.0006526502
9007,108,165602,0.000652166
40041,27,41441,0.0006515287
42079,209,321027,0.0006510356
26027,34,52242,0.0006508174
39075,28,43025,0.0006507844
51149,24,36941,0.0006496846
47113,64,98656,0.0006487188
5055,28,43163,0.0006487038
51680,50,77113,0.0006483991
45067,21,32457,0.0006470099
35017,19,29388,0.0006465224
26121,110,170182,0.0006463668
54015,6,9297,0.0006453695
5135,11,17054,0.00064501
29161,29,44987,0.0006446307
6081,476,739311,0.0006438427
30065,3,4665,0.0006430868
6021,18,27992,0.0006430409
48449,21,32663,0.0006429293
19149,16,24907,0.0006423897
19153,285,443710,0.0006423114
28021,6,9349,0.0006417799
8043,30,46788,0.00064119
26147,103,160644,0.0006411693
38059,18,28101,0.0006405466
40051,34,53118,0.0006400843
55031,28,43785,0.0006394884
29035,4,6262,0.0006387736
5095,5,7828,0.0006387328
